"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"282","012320","경동인베스트",83900,-200,-0.24,6714,12.5,NA,NA,197979,0.42,750,0.89
"283","011040","경동제약",7990,-50,-0.62,460,17.37,NA,NA,9540,0.84,500,6.26
"284","000050","경방",10930,0,0,872,12.53,NA,NA,30033,0.36,125,1.14
"285","214390","경보제약",7000,-150,-2.1,NA,NA,NA,NA,6095,1.15,50,0.71
"286","012610","경인양행",4535,-95,-2.05,589,7.7,NA,NA,5553,0.82,50,1.1
"287","009140","경인전자",24350,-100,-0.41,2843,8.56,NA,NA,45795,0.53,250,1.03
"288","024910","경창산업",2145,10,0.47,119,18.03,NA,NA,2507,0.86,0,0
"289","013580","계룡건설",19680,-420,-2.09,17601,1.12,NA,NA,78914,0.25,800,4.07
"290","012200","계양전기",2335,20,0.86,NA,NA,NA,NA,5389,0.43,35,1.5
"291","012205","계양전기우",5040,40,0.8,NA,NA,NA,NA,NA,NA,40,0.79
"292","002140","고려산업",4645,960,26.05,183,25.38,NA,NA,4323,1.07,40,0.86
"293","198440","고려시멘트",2580,-100,-3.73,145,17.79,NA,NA,3663,0.7,15,0.58
"294","049720","고려신용정보",10380,410,4.11,708,14.66,NA,NA,2380,4.36,300,2.89
"295","010130","고려아연",609000,-1000,-0.16,45648,13.34,33425,18.22,430439,1.41,20000,3.28
"296","002240","고려제강",22650,50,0.22,5193,4.36,NA,NA,61131,0.37,300,1.32
"297","014570","고려제약",7600,-170,-2.19,828,9.18,NA,NA,7112,1.07,170,2.24
"298","348150","고바이오랩",11420,-210,-1.81,NA,NA,NA,NA,5026,2.27,0,0
"299","098460","고영",16610,-650,-3.77,586,28.34,710,23.38,4148,4,120,0.72
"300","035290","골드앤에스",8080,90,1.13,21,384.76,NA,NA,419,19.28,0,0
"301","038530","골드퍼시픽",340,-6,-1.73,NA,NA,NA,NA,758,0.45,0,0
"302","215000","골프존",139000,-2900,-2.04,12167,11.42,24544,5.66,45891,3.03,3500,2.52
"303","121440","골프존뉴딘홀딩스",5160,-50,-0.96,3152,1.64,NA,NA,14014,0.37,140,2.71
"304","366030","공구우먼",11680,-610,-4.96,581,20.1,NA,NA,1797,6.5,2400,20.55
"305","009290","광동제약",5800,-120,-2.03,585,9.91,NA,NA,12151,0.48,100,1.72
"306","014200","광림",1006,0,0,NA,NA,NA,NA,1593,0.63,0,0
"307","017040","광명전기",2375,-40,-1.66,134,17.72,NA,NA,2486,0.96,10,0.42
"308","029480","광무",2820,0,0,NA,NA,NA,NA,2230,1.26,0,0
"309","017900","광전자",2340,-40,-1.68,219,10.68,NA,NA,4165,0.56,50,2.14
"310","037710","광주신세계",37800,-50,-0.13,6584,5.74,NA,NA,93727,0.4,1700,4.5
"311","026910","광진실업",4795,-105,-2.14,181,26.49,NA,NA,4054,1.18,0,0
"312","355150","교보10호스팩",3420,-15,-0.44,NA,NA,NA,NA,NA,NA,0,0
"313","397880","교보11호스팩",2145,-15,-0.69,NA,NA,NA,NA,NA,NA,0,0
"314","421800","교보12호스팩",2070,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"315","440790","교보13호스팩",2095,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"316","030610","교보증권",5770,-40,-0.69,2255,2.56,NA,NA,21947,0.26,500,8.67
"317","339770","교촌에프앤비",9350,-130,-1.37,1195,7.82,1435,6.52,7197,1.3,300,3.21
"318","053270","구영테크",2720,30,1.12,127,21.42,NA,NA,3091,0.88,30,1.1
"319","007690","국도화학",43900,-250,-0.57,21321,2.06,NA,NA,92708,0.47,2200,5.01
"320","005320","국동",1416,-12,-0.84,NA,NA,NA,NA,1901,0.74,0,0
"321","001140","국보",679,-28,-3.96,NA,NA,NA,NA,477,1.42,0,0
"322","066620","국보디자인",19760,-540,-2.66,2843,6.95,NA,NA,33094,0.6,340,1.72
"323","043650","국순당",7100,-120,-1.66,1369,5.19,NA,NA,15298,0.46,260,3.66
"324","006050","국영지앤엠",1571,3,0.19,NA,NA,NA,NA,1362,1.15,0,0
"325","060480","국일신동",2895,20,0.7,78,37.12,NA,NA,4285,0.68,50,1.73
"326","078130","국일제지",2220,-65,-2.84,NA,NA,NA,NA,531,4.18,0,0
"327","307750","국전약품",6240,-130,-2.04,91,68.57,NA,NA,1695,3.68,10,0.16
"328","002720","국제약품",4805,-105,-2.14,NA,NA,NA,NA,3565,1.35,0,0
"329","035080","그래디언트",15490,-340,-2.15,NA,NA,NA,NA,18460,0.84,250,1.61
"330","204020","그리티",3045,-95,-3.03,NA,NA,NA,NA,3334,0.91,0,0
"331","083420","그린케미칼",9390,-260,-2.69,683,13.75,NA,NA,5290,1.78,220,2.34
"332","186230","그린플러스",11360,-160,-1.39,NA,NA,NA,NA,5128,2.22,0,0
"333","014530","극동유화",3630,-50,-1.36,339,10.71,NA,NA,5350,0.68,160,4.41
"334","204620","글로벌텍스프리",3350,60,1.82,NA,NA,NA,NA,1571,2.13,0,0
"335","019660","글로본",1624,10,0.62,NA,NA,NA,NA,530,3.06,0,0
"336","014280","금강공업",6070,-150,-2.41,762,7.97,NA,NA,11309,0.54,100,1.65
"337","014285","금강공업우",12220,-30,-0.24,NA,NA,NA,NA,NA,NA,110,0.9
"338","053260","금강철강",7690,-320,-4,631,12.19,NA,NA,7407,1.04,120,1.56
"339","008870","금비",95100,1400,1.49,4566,20.83,NA,NA,129156,0.74,1600,1.68
"340","001570","금양",36000,1300,3.75,295,122.03,NA,NA,2530,14.23,0,0
"341","002990","금호건설",6920,-160,-2.26,4130,1.68,1479,4.68,18202,0.38,800,11.56
"342","002995","금호건설우",24400,-50,-0.2,NA,NA,NA,NA,NA,NA,850,3.48
"343","011780","금호석유",159100,-2300,-1.43,70433,2.26,18853,8.44,181037,0.88,10000,6.29
"344","011785","금호석유우",80500,-1000,-1.23,NA,NA,NA,NA,NA,NA,10050,12.48
"345","214330","금호에이치티",873,-11,-1.24,NA,NA,NA,NA,1855,0.47,0,0
"346","001210","금호전기",1030,-11,-1.06,NA,NA,NA,NA,1541,0.67,0,0
"347","073240","금호타이어",3290,-70,-2.08,NA,NA,8,436.19,4083,0.81,0,0
"348","036190","금화피에스시",29100,-200,-0.68,3919,7.43,NA,NA,46357,0.63,1300,4.47
"349","049080","기가레인",1705,-72,-4.05,49,34.8,NA,NA,785,2.17,0,0
"350","035460","기산텔레콤",2890,-50,-1.7,NA,NA,NA,NA,2159,1.34,0,0
"351","092440","기신정기",3695,-15,-0.4,291,12.7,NA,NA,8569,0.43,150,4.06
"352","000270","기아",74500,-2100,-2.74,11874,6.27,16231,4.59,87073,0.86,3000,4.03
"353","024110","기업은행",10060,-110,-1.08,2877,3.5,3846,2.62,34345,0.29,780,7.75
"354","013700","까뮤이앤씨",1783,-17,-0.94,NA,NA,NA,NA,2230,0.8,20,1.12
"355","308100","까스텔바작",6550,-70,-1.06,NA,NA,NA,NA,10882,0.6,0,0
"356","004540","깨끗한나라",2850,-40,-1.38,225,12.67,NA,NA,6103,0.47,0,0
"357","004545","깨끗한나라우",18120,-180,-0.98,NA,NA,NA,NA,NA,NA,0,0
"358","407400","꿈비",18750,370,2.01,289,64.88,NA,NA,883,21.23,24,0.13
"359","187790","나노",1232,-29,-2.3,NA,NA,NA,NA,1171,1.05,0,0
"360","286750","나노브릭",1616,12,0.75,NA,NA,NA,NA,606,2.67,0,0
"361","121600","나노신소재",136500,900,0.66,703,194.17,2486,54.91,9322,14.64,120,0.09
"362","247660","나노씨엠에스",17700,-320,-1.78,NA,NA,NA,NA,7212,2.45,0,0
"363","039860","나노엔텍",5870,-150,-2.49,273,21.5,NA,NA,1953,3.01,0,0
"364","091970","나노캠텍",1610,0,0,NA,NA,NA,NA,1665,0.97,0,0
"365","051490","나라엠앤디",6840,-60,-0.87,262,26.11,NA,NA,6064,1.13,50,0.73
"366","137080","나래나노텍",9030,-110,-1.2,2082,4.34,NA,NA,7456,1.21,200,2.21
"367","190510","나무가",16980,-260,-1.51,1164,14.59,NA,NA,4157,4.08,0,0
"368","242040","나무기술",2895,-90,-3.02,NA,NA,NA,NA,1183,2.45,0,0
"369","089600","나스미디어",25100,-600,-2.33,2323,10.8,2947,8.52,16579,1.51,800,3.19
"370","293580","나우IB",12300,-330,-2.61,1332,9.23,NA,NA,9232,1.33,150,1.22
"371","138610","나이벡",17210,-380,-2.16,NA,NA,NA,NA,2761,6.23,0,0
"372","130580","나이스디앤비",7800,10,0.13,863,9.04,NA,NA,4702,1.66,230,2.95
"373","036800","나이스정보통신",27600,-500,-1.78,4245,6.5,4650,5.94,29620,0.93,590,2.14
"374","267320","나인테크",3190,-65,-2,NA,NA,NA,NA,656,4.86,0,0
"375","001260","남광토건",10160,-440,-4.15,2208,4.6,NA,NA,8935,1.14,0,0
"376","008350","남선알미늄",2405,-55,-2.24,377,6.38,NA,NA,2135,1.13,0,0
"377","008355","남선알미우",28300,-700,-2.41,NA,NA,NA,NA,NA,NA,0,0
"378","004270","남성",2575,15,0.59,226,11.39,NA,NA,3790,0.68,25,0.97
"379","003920","남양유업",597000,-26000,-4.17,NA,NA,NA,NA,960522,0.62,1000,0.17
"380","003925","남양유업우",342000,-15000,-4.2,NA,NA,NA,NA,NA,NA,1050,0.31
"381","025860","남해화학",9200,-190,-2.02,452,20.35,NA,NA,9748,0.94,60,0.65
"382","111710","남화산업",8170,-190,-2.27,667,12.25,NA,NA,7377,1.11,200,2.45
"383","091590","남화토건",9470,-510,-5.11,1080,8.77,NA,NA,12722,0.74,150,1.58
"384","168330","내츄럴엔도텍",3075,-105,-3.3,NA,NA,NA,NA,1408,2.18,0,0
"385","094860","네오리진",530,-16,-2.93,NA,NA,NA,NA,423,1.25,0,0
"386","253590","네오셈",3510,-60,-1.68,156,22.5,NA,NA,1401,2.51,15,0.43
"387","212560","네오오토",6570,-150,-2.23,834,7.88,NA,NA,11311,0.58,70,1.07
"388","095660","네오위즈",46700,550,1.19,2660,17.56,3486,13.39,21629,2.16,0,0
"389","042420","네오위즈홀딩스",31550,-350,-1.1,8825,3.58,NA,NA,59327,0.53,692,2.19
"390","311390","네오크레마",9100,-150,-1.62,251,36.25,NA,NA,5674,1.6,0,0
"391","085910","네오티스",4990,-50,-0.99,497,10.04,NA,NA,4159,1.2,250,5.01
"392","092730","네오팜",18200,-250,-1.36,2265,8.04,NA,NA,16662,1.09,700,3.85
"393","290660","네오펙트",1360,-67,-4.7,NA,NA,NA,NA,644,2.11,0,0
"394","306620","네온테크",3665,85,2.37,NA,NA,NA,NA,925,3.96,0,0
"395","153460","네이블",8000,20,0.25,428,18.69,NA,NA,4265,1.88,0,0
"396","007390","네이처셀",14230,-320,-2.2,NA,NA,NA,NA,972,14.64,0,0
"397","033640","네패스",17530,-510,-2.83,NA,NA,NA,NA,7667,2.29,0,0
"398","330860","네패스아크",21550,-400,-1.82,2084,10.34,NA,NA,16497,1.31,0,0
"399","005720","넥센",4045,-55,-1.34,521,7.76,NA,NA,19877,0.2,100,2.47
"400","005725","넥센우",3165,-15,-0.47,NA,NA,NA,NA,NA,NA,105,3.32
"401","002350","넥센타이어",7580,-120,-1.56,45,168.44,946,8.01,15543,0.49,105,1.39
"402","002355","넥센타이어1우B",2830,-40,-1.39,NA,NA,NA,NA,NA,NA,110,3.89
"403","089140","넥스턴바이오",1699,-8,-0.47,NA,NA,NA,NA,2892,0.59,0,0
"404","137940","넥스트아이",625,2,0.32,NA,NA,NA,NA,1378,0.45,0,0
"405","396270","넥스트칩",10190,-370,-3.5,NA,NA,NA,NA,2223,4.58,0,0
"406","348210","넥스틴",58400,-1400,-2.34,1889,30.92,6420,9.1,6778,8.62,500,0.86
"407","225570","넥슨게임즈",16560,310,1.91,NA,NA,NA,NA,2154,7.69,0,0
"408","217270","넵튠",10510,-200,-1.87,2518,4.17,NA,NA,12411,0.85,0,0
"409","251270","넷마블",59700,-2200,-3.55,2933,20.35,158,377.33,70683,0.84,528,0.88
"410","104620","노랑풍선",8830,-200,-2.21,NA,NA,NA,NA,3041,2.9,0,0
"411","090350","노루페인트",8100,30,0.37,706,11.47,NA,NA,16859,0.48,275,3.4
"412","090355","노루페인트우",15050,-120,-0.79,NA,NA,NA,NA,NA,NA,280,1.86
"413","000320","노루홀딩스",10180,-50,-0.49,153,66.54,837,12.16,35333,0.29,450,4.42
"414","000325","노루홀딩스우",23200,-300,-1.28,NA,NA,NA,NA,NA,NA,455,1.96
"415","194700","노바렉스",9940,-190,-1.88,1724,5.77,1244,7.99,9122,1.09,300,3.02
"416","285490","노바텍",27800,550,2.02,3873,7.18,2922,9.51,11348,2.45,150,0.54
"417","106520","노블엠앤비",2440,340,16.19,NA,NA,NA,NA,2173,1.12,0,0
"418","376930","노을",7160,-80,-1.1,NA,NA,NA,NA,187,38.29,0,0
"419","278650","노터스",4520,-155,-3.32,144,31.39,NA,NA,921,4.91,200,4.42
"420","006280","녹십자",121600,-3300,-2.64,10796,11.26,5431,22.39,111693,1.09,2000,1.64
"421","142280","녹십자엠에스",5260,-10,-0.19,NA,NA,NA,NA,1714,3.07,0,0
"422","234690","녹십자웰빙",7410,-170,-2.24,378,19.6,NA,NA,4974,1.49,80,1.08
"423","005250","녹십자홀딩스",16110,-470,-2.83,1222,13.18,NA,NA,22586,0.71,400,2.48
"424","005257","녹십자홀딩스2우",32500,-700,-2.11,NA,NA,NA,NA,NA,NA,400,1.23
"425","065560","녹원씨엔아이",5770,0,0,NA,NA,NA,NA,2064,2.8,0,0
"426","004370","농심",356500,-2500,-0.7,17263,20.65,23842,14.95,377778,0.94,4000,1.12
"427","072710","농심홀딩스",68900,0,0,10581,6.51,NA,NA,223666,0.31,2000,2.9
"428","054050","농우바이오",9190,-60,-0.65,432,21.27,NA,NA,15198,0.6,200,2.18
"429","069140","누리플랜",5180,-90,-1.71,146,35.48,NA,NA,4998,1.04,0,0
"430","040160","누리플렉스",5910,-190,-3.11,773,7.65,NA,NA,6978,0.85,0,0
"431","332290","누보",1638,22,1.36,NA,NA,NA,NA,1959,0.84,0,0
"432","348340","뉴로메카",23550,1750,8.03,NA,NA,200,117.84,1828,12.88,0,0
"433","060260","뉴보텍",809,-16,-1.94,NA,NA,NA,NA,387,2.09,0,0
"434","012340","뉴인텍",2610,-70,-2.61,12,217.5,NA,NA,925,2.82,0,0
"435","214870","뉴지랩파마",4165,0,0,NA,NA,NA,NA,934,4.46,0,0
"436","270870","뉴트리",9880,-290,-2.85,2234,4.42,NA,NA,10475,0.94,250,2.53
"437","144960","뉴파워프라즈마",4620,220,5,562,8.22,NA,NA,4943,0.93,50,1.08
"438","085670","뉴프렉스",6910,-260,-3.63,105,65.81,NA,NA,2107,3.28,0,0
"439","064260","다날",5690,-220,-3.72,843,6.75,NA,NA,5075,1.12,0,0
"440","093640","다믈멀티미디어",10480,-340,-3.14,196,53.47,NA,NA,2584,4.06,0,0
"441","340360","다보링크",1070,-50,-4.46,NA,NA,NA,NA,575,1.86,0,0
"442","039560","다산네트웍스",4000,-150,-3.61,NA,NA,NA,NA,4962,0.81,0,0
"443","058730","다스코",4940,-60,-1.2,NA,NA,NA,NA,7481,0.66,0,0
"444","298870","다올인베스트먼트",3580,50,1.42,797,4.49,NA,NA,3103,1.15,150,4.19
"445","030210","다올투자증권",4930,65,1.34,2669,1.85,NA,NA,10191,0.48,250,5.07
"446","023590","다우기술",22050,-600,-2.65,8693,2.54,NA,NA,45679,0.48,600,2.72
"447","032190","다우데이타",46300,-100,-0.22,3838,12.06,NA,NA,24053,1.92,300,0.65
"448","068240","다원시스",14210,-490,-3.33,NA,NA,NA,NA,8424,1.69,50,0.35
"449","145210","다이나믹디자인",3475,-100,-2.8,NA,NA,NA,NA,7920,0.44,0,0
"450","019680","대교",2990,-40,-1.32,NA,NA,NA,NA,6083,0.49,80,2.68
"451","019685","대교우B",2005,-15,-0.74,NA,NA,NA,NA,NA,NA,90,4.49
"452","006370","대구백화점",9890,-50,-0.5,NA,NA,NA,NA,30511,0.32,100,1.01
"453","008060","대덕",6840,-50,-0.73,NA,NA,NA,NA,16976,0.4,300,4.39
"454","00806K","대덕1우",10120,-100,-0.98,NA,NA,NA,NA,NA,NA,305,3.01
"455","353200","대덕전자",21500,-1300,-5.7,1223,17.58,4092,5.25,13237,1.62,300,1.4
"456","35320K","대덕전자1우",10680,-400,-3.61,NA,NA,NA,NA,NA,NA,305,2.86
"457","000490","대동",12720,20,0.16,1619,7.86,NA,NA,16953,0.75,80,0.63
"458","020400","대동금속",9840,-60,-0.61,832,11.83,NA,NA,13714,0.72,60,0.61
"459","008830","대동기어",7190,-50,-0.69,530,13.57,NA,NA,7700,0.93,40,0.56
"460","048470","대동스틸",4545,-10,-0.22,1463,3.11,NA,NA,7736,0.59,50,1.1
"461","008110","대동전자",9590,-230,-2.34,1015,9.45,NA,NA,20487,0.47,250,2.61
"462","004780","대륙제관",4620,-20,-0.43,478,9.67,NA,NA,7671,0.6,100,2.16
"463","005750","대림B&Co",3820,-70,-1.8,66,57.88,NA,NA,9477,0.4,130,3.4
"464","017650","대림제지",9150,20,0.22,2392,3.83,NA,NA,23055,0.4,100,1.09
"465","006570","대림통상",3830,-70,-1.79,19,201.58,NA,NA,5032,0.76,0,0
"466","007720","대명소노시즌",762,-14,-1.8,NA,NA,NA,NA,1359,0.56,0,0
"467","389260","대명에너지",20750,-500,-2.35,1583,13.11,NA,NA,3764,5.51,0,0
"468","317850","대모",14210,-710,-4.76,554,25.65,NA,NA,5739,2.48,180,1.27
"469","290670","대보마그네틱",58800,-3200,-5.16,688,85.47,3640,16.15,7860,7.48,0,0
"470","078140","대봉엘에스",7930,-80,-1,619,12.81,NA,NA,9993,0.79,50,0.63
"471","001680","대상",19780,-370,-1.84,4001,4.94,2741,7.22,34063,0.58,800,4.04
"472","001685","대상우",15690,-90,-0.57,NA,NA,NA,NA,NA,NA,810,5.16
"473","084690","대상홀딩스",7690,-90,-1.16,1450,5.3,NA,NA,19055,0.4,240,3.12
"474","084695","대상홀딩스우",9250,-140,-1.49,NA,NA,NA,NA,NA,NA,250,2.7
"475","036480","대성미생물",10400,-150,-1.42,227,45.81,NA,NA,9738,1.07,75,0.72
"476","128820","대성산업",4120,-25,-0.6,NA,NA,NA,NA,12567,0.33,0,0
"477","117580","대성에너지",10150,200,2.01,435,23.33,NA,NA,11669,0.87,250,2.46
"478","027830","대성창투",2690,-80,-2.89,191,14.08,NA,NA,1471,1.83,0,0
"479","104040","대성파인텍",1687,-42,-2.43,31,54.42,NA,NA,1786,0.94,0,0
"480","129920","대성하이텍",9040,-290,-3.11,840,10.76,1117,8.09,2429,3.72,0,0
"481","016710","대성홀딩스",124900,3200,2.63,1040,120.1,NA,NA,29257,4.27,250,0.2
"482","387310","대신밸런스제10호스팩",5070,-80,-1.55,NA,NA,NA,NA,NA,NA,0,0
"483","397500","대신밸런스제11호스팩",3535,0,0,NA,NA,NA,NA,NA,NA,0,0
"484","426670","대신밸런스제12호스팩",3415,-230,-6.31,NA,NA,NA,NA,NA,NA,0,0
"485","438220","대신밸런스제13호스팩",2250,0,0,NA,NA,NA,NA,NA,NA,0,0
"486","442310","대신밸런스제14호스팩",2230,5,0.22,NA,NA,NA,NA,NA,NA,0,0
"487","020180","대신정보통신",1195,-25,-2.05,53,22.55,NA,NA,755,1.58,10,0.84
"488","003540","대신증권",13030,-140,-1.06,9323,1.4,1571,8.29,39313,0.33,1400,10.74
"489","003547","대신증권2우B",11990,-80,-0.66,NA,NA,NA,NA,NA,NA,1400,11.68
"490","003545","대신증권우",12500,-10,-0.08,NA,NA,NA,NA,NA,NA,1450,11.6
"491","045390","대아티아이",3300,-110,-3.23,71,46.48,NA,NA,1476,2.24,0,0
"492","009190","대양금속",3350,-60,-1.76,481,6.96,NA,NA,2217,1.51,0,0
"493","108380","대양전기공업",12410,-10,-0.08,951,13.05,NA,NA,24321,0.51,100,0.81
"494","006580","대양제지",3260,0,0,346,9.42,NA,NA,6790,0.48,40,1.23
"495","014160","대영포장",1537,-23,-1.47,97,15.85,NA,NA,1622,0.95,0,0
"496","047040","대우건설",4525,-110,-2.37,1180,3.83,1149,3.94,7817,0.58,0,0
"497","009320","대우부품",1507,-46,-2.96,NA,NA,NA,NA,734,2.05,0,0
"498","042660","대우조선해양",26150,150,0.58,NA,NA,1537,17.01,20672,1.26,0,0
"499","003090","대웅",17900,-120,-0.67,1897,9.44,NA,NA,17576,1.02,100,0.56
"500","069620","대웅제약",118800,-4800,-3.88,2241,53.01,6998,16.98,51816,2.29,600,0.51
"501","007680","대원",7560,-240,-3.08,2385,3.17,NA,NA,24304,0.31,300,3.97
"502","000430","대원강업",3385,-55,-1.6,NA,NA,164,20.64,7461,0.45,100,2.95
"503","048910","대원미디어",14660,-620,-4.06,470,31.19,NA,NA,7469,1.96,0,0
"504","005710","대원산업",5710,-50,-0.87,1634,3.49,NA,NA,18556,0.31,125,2.19
"505","006340","대원전선",1124,-21,-1.83,18,62.44,NA,NA,1190,0.94,0,0
"506","006345","대원전선우",2710,-40,-1.45,NA,NA,NA,NA,NA,NA,0,0
"507","003220","대원제약",15640,-300,-1.88,330,47.39,1776,8.81,10366,1.51,200,1.28
"508","024890","대원화성",2330,-70,-2.92,NA,NA,NA,NA,1742,1.34,0,0
"509","290380","대유",3900,0,0,407,9.58,NA,NA,4883,0.8,0,0
"510","002880","대유에이텍",733,-21,-2.79,NA,NA,NA,NA,822,0.89,0,0
"511","290120","대유에이피",5900,-50,-0.84,743,7.94,NA,NA,5723,1.03,200,3.39
"512","000300","대유플러스",923,48,5.49,NA,NA,NA,NA,857,1.08,0,0
"513","120240","대정화금",17050,20,0.12,1177,14.49,NA,NA,18829,0.91,300,1.76
"514","003310","대주산업",2590,70,2.78,108,23.98,NA,NA,1823,1.42,30,1.16
"515","078600","대주전자재료",93600,-3800,-3.9,1540,60.78,NA,NA,8721,10.73,100,0.11
"516","012800","대창",1350,-33,-2.39,338,3.99,NA,NA,3187,0.42,30,2.22
"517","015230","대창단조",7870,-200,-2.48,1029,7.65,1849,4.26,8239,0.96,135,1.72
"518","096350","대창솔루션",302,-7,-2.27,NA,NA,NA,NA,210,1.44,0,0
"519","140520","대창스틸",2945,-45,-1.51,678,4.34,NA,NA,4780,0.62,150,5.09
"520","131220","대한과학",7130,-20,-0.28,524,13.61,NA,NA,4378,1.63,60,0.84
"521","010170","대한광통신",2475,-60,-2.37,NA,NA,NA,NA,1401,1.77,0,0
"522","060900","대한그린파워",488,8,1.67,NA,NA,NA,NA,233,2.09,0,0
"523","054670","대한뉴팜",9330,-240,-2.51,1118,8.35,NA,NA,5876,1.59,80,0.86
"524","001070","대한방직",52100,0,0,433,120.32,NA,NA,38608,1.35,0,0
"525","023910","대한약품",29750,-450,-1.49,3778,7.87,4889,6.09,33801,0.88,400,1.34
"526","006650","대한유화",189400,5200,2.82,24277,7.8,2594,73.03,328546,0.58,3500,1.85
"527","001440","대한전선",1545,-23,-1.47,33,46.82,NA,NA,439,3.52,0,0
"528","084010","대한제강",14070,-190,-1.33,6563,2.14,5027,2.8,30114,0.47,400,2.84
"529","001790","대한제당",2870,55,1.95,220,13.05,NA,NA,5313,0.54,110,3.83
"530","001795","대한제당우",2600,85,3.38,NA,NA,NA,NA,NA,NA,115,4.42
"531","001130","대한제분",152500,-200,-0.13,52446,2.91,NA,NA,534606,0.29,2500,1.64
"532","003490","대한항공",23000,-500,-2.13,1743,13.2,2742,8.39,19356,1.19,0,0
"533","003495","대한항공우",30200,-300,-0.98,NA,NA,NA,NA,NA,NA,0,0
"534","005880","대한해운",2445,125,5.39,891,2.74,705,3.47,4140,0.59,0,0
"535","003830","대한화섬",131700,-3300,-2.44,21701,6.07,NA,NA,660594,0.2,750,0.57
"536","016090","대현",2270,-35,-1.52,435,5.22,NA,NA,4991,0.45,90,3.96
"537","069460","대호에이엘",1409,-36,-2.49,NA,NA,NA,NA,1368,1.03,0,0
"538","021040","대호특수강",5280,-50,-0.94,1000,5.28,NA,NA,6640,0.8,0,0
"539","021045","대호특수강우",9200,-470,-4.86,NA,NA,NA,NA,NA,NA,0,0
"540","067080","대화제약",9420,10,0.11,127,74.17,NA,NA,4548,2.07,150,1.59
"541","298540","더네이쳐홀딩스",28500,-1050,-3.55,4009,7.11,7259,3.93,15132,1.88,200,0.7
"542","192080","더블유게임즈",47000,-550,-1.16,7391,6.36,6813,6.9,49639,0.95,700,1.49
"543","393890","더블유씨피",47850,-850,-1.75,NA,NA,1768,27.06,16427,2.91,0,0
"544","299170","더블유에스아이",1973,-97,-4.69,245,8.05,NA,NA,1105,1.79,0,0
"545","012510","더존비즈온",33700,-950,-2.74,1704,19.78,1241,27.15,15708,2.15,450,1.34
"546","224060","더코디",7210,-40,-0.55,NA,NA,NA,NA,20366,0.35,0,0
"547","213420","덕산네오룩스",42000,-1300,-3,1946,21.58,1976,21.25,11561,3.63,0,0
"548","317330","덕산테코피아",15730,-220,-1.38,977,16.1,915,17.19,9481,1.66,0,0
"549","077360","덕산하이메탈",5830,-100,-1.69,751,7.76,NA,NA,6137,0.95,0,0
"550","004830","덕성",5190,-100,-1.89,372,13.95,NA,NA,5252,0.99,45,0.87
"551","004835","덕성우",6420,-80,-1.23,NA,NA,NA,NA,NA,NA,50,0.78
"552","090410","덕신하우징",1980,-80,-3.88,78,25.38,NA,NA,1759,1.13,0,0
"553","024900","덕양산업",2635,-25,-0.94,191,13.8,NA,NA,1711,1.54,0,0
"554","263600","덕우전자",9710,-210,-2.12,265,36.64,NA,NA,6302,1.54,70,0.72
"555","194480","데브시스터즈",60500,-800,-1.31,5918,10.22,4479,13.51,15642,3.87,500,0.83
"556","263800","데이타솔루션",9160,410,4.69,74,123.78,NA,NA,1755,5.22,0,0
"557","206560","덱스터",12430,-270,-2.13,NA,NA,NA,NA,2329,5.34,0,0
"558","261200","덴티스",8280,-340,-3.94,43,192.56,NA,NA,2211,3.74,0,0
"559","145720","덴티움",121000,-2900,-2.34,6434,18.81,10301,11.75,33841,3.58,250,0.21
"560","067990","도이치모터스",5950,-150,-2.46,1193,4.99,NA,NA,10950,0.54,350,5.88
"561","002150","도화엔지니어링",8540,-240,-2.73,451,18.94,NA,NA,7976,1.07,280,3.28
"562","006620","동구바이오제약",6300,-130,-2.02,330,19.09,NA,NA,3571,1.76,100,1.59
"563","100130","동국S&C",4935,-65,-1.3,302,16.34,NA,NA,4872,1.01,100,2.03
"564","005160","동국산업",4505,-25,-0.55,382,11.79,NA,NA,7687,0.59,130,2.89
"565","075970","동국알앤에스",3570,-95,-2.59,161,22.17,NA,NA,4197,0.85,80,2.24
"566","001230","동국제강",15430,160,1.05,5888,2.62,3948,3.91,28552,0.54,400,2.59
"567","086450","동국제약",16160,-420,-2.53,1146,14.1,1385,11.67,10165,1.59,180,1.11
"568","023450","동남합성",50400,-500,-0.98,3271,15.41,NA,NA,12909,3.9,4300,8.53
"569","004140","동방",2525,-45,-1.75,NA,NA,NA,NA,2706,0.93,0,0
"570","099410","동방선기",2640,-60,-2.22,78,33.85,NA,NA,2119,1.25,0,0
"571","007590","동방아그로",6520,-70,-1.06,570,11.44,NA,NA,11814,0.55,350,5.37
"572","005960","동부건설",7280,-80,-1.09,5103,1.43,NA,NA,24388,0.3,900,12.36
"573","005965","동부건설우",32350,550,1.73,NA,NA,NA,NA,NA,NA,950,2.94
"574","026960","동서",19860,-190,-0.95,1149,17.28,NA,NA,14531,1.37,700,3.52
"575","002210","동성제약",6590,-110,-1.64,NA,NA,NA,NA,2008,3.28,0,0
"576","102260","동성케미컬",4500,-5,-0.11,371,12.13,NA,NA,6992,0.64,200,4.44
"577","033500","동성화인텍",11180,-90,-0.8,961,11.63,1094,10.22,5064,2.21,350,3.13
