"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률"
"201","064550","바이오니아",50300,1900,3.93,"KOSDAQ","제약",1298257637300,1073,46.88,NA,NA,7867,6.39,0,0
"202","000240","한국앤컴퍼니",13430,-150,-1.1,"KOSPI","기타금융",1274980273200,2094,6.41,NA,NA,39349,0.34,600,4.47
"203","001120","LX인터내셔널",32800,-100,-0.3,"KOSPI","유통업",1.271328e+12,9733,3.37,9988,3.28,49349,0.66,2300,7.01
"204","214150","클래시스",19350,-230,-1.17,"KOSDAQ","의료·정밀기기",1253429183700,677,28.58,1094,17.68,2530,7.65,66,0.34
"205","003380","하림지주",11110,-350,-3.05,"KOSDAQ","금융",1244382449310,4129,2.69,2403,4.62,27945,0.4,100,0.9
"206","000210","DL",59300,-1000,-1.66,"KOSPI","기타금융",1242683921200,41881,1.42,22859,2.59,173922,0.34,1900,3.2
"207","114090","GKL",19990,-560,-2.73,"KOSPI","서비스업",1236494843300,NA,NA,1307,15.3,6201,3.22,0,0
"208","006650","대한유화",189400,5200,2.82,"KOSPI","화학",1.2311e+12,24277,7.8,2594,73.03,328546,0.58,3500,1.85
"209","093370","후성",13010,-830,-6,"KOSPI","화학",1227520873040,244,53.32,750,17.35,2679,4.86,15,0.12
"210","005850","에스엘",26250,-650,-2.42,"KOSPI","운수장비",1219273650000,2094,12.54,4528,5.8,32608,0.81,500,1.9
"211","089590","제주항공",15820,-780,-4.7,"KOSPI","운수창고업",1218040508020,NA,NA,1157,13.67,3374,4.69,0,0
"212","064760","티씨케이",104100,-5500,-5.02,"KOSDAQ","반도체",1215367500000,7014,14.84,8832,11.79,29080,3.58,1430,1.37
"213","000670","영풍",642000,-15000,-2.28,"KOSPI","철강금속",1182589680000,72187,8.89,NA,NA,2011831,0.32,10000,1.56
"214","267270","현대건설기계",59900,2900,5.09,"KOSPI","기계",1180077500700,5953,10.06,6777,8.84,69619,0.86,1200,2
"215","403870","HPSP",58100,-2200,-3.65,"KOSDAQ","반도체",1178834475000,2130,27.28,4014,14.48,3157,18.4,0,0
"216","008730","율촌화학",46900,-250,-0.53,"KOSPI","화학",1.16312e+12,341,137.54,NA,NA,13954,3.36,500,1.07
"217","018670","SK가스",125500,-600,-0.48,"KOSPI","유통업",1158395622000,27773,4.52,24092,5.21,235917,0.53,5100,4.06
"218","014820","동원시스템즈",39700,-1150,-2.82,"KOSPI","화학",1150953895400,1499,26.48,2811,14.12,22662,1.75,600,1.51
"219","017800","현대엘리베이",28100,-400,-1.4,"KOSPI","기계",1146906867100,2771,10.14,NA,NA,27485,1.02,800,2.85
"220","098460","고영",16610,-650,-3.77,"KOSDAQ","기계·장비",1140355480550,586,28.34,710,23.38,4148,4,120,0.72
"221","271940","일진하이솔루스",31400,-1100,-3.38,"KOSPI","운수장비",1140234166000,284,110.56,229,136.97,8459,3.71,0,0
"222","280360","롯데제과",120000,-1000,-0.83,"KOSPI","음식료품",1132148880000,5442,22.05,11306,10.61,192466,0.62,1600,1.33
"223","067630","HLB생명과학",11450,-700,-5.76,"KOSDAQ","기타서비스",1107424752550,NA,NA,NA,NA,2458,4.66,0,0
"224","025900","동화기업",54500,-3000,-5.22,"KOSDAQ","종이·목재",1101093638500,2161,25.22,1298,41.97,34328,1.59,0,0
"225","003690","코리안리",7810,50,0.64,"KOSPI","보험",1099827153590,1216,6.42,1469,5.32,21112,0.37,525,6.72
"226","000250","삼천당제약",48050,-4350,-8.3,"KOSDAQ","제약",1094004370050,NA,NA,NA,NA,7889,6.09,0,0
"227","009240","한샘",46400,-750,-1.59,"KOSPI","유통업",1091974259200,3266,14.21,619,74.94,36438,1.27,1550,3.34
"228","195940","HK이노엔",37700,-500,-1.31,"KOSDAQ","제약",1089699612300,984,38.31,1815,20.77,39819,0.95,320,0.85
"229","225570","넥슨게임즈",16560,310,1.91,"KOSDAQ","디지털컨텐츠",1089003716640,NA,NA,NA,NA,2154,7.69,0,0
"230","019170","신풍제약",20450,-200,-0.97,"KOSPI","의약품",1083543045500,NA,NA,NA,NA,6896,2.97,0,0
"231","376300","디어유",45650,-850,-1.83,"KOSDAQ","소프트웨어",1082044049900,NA,NA,1441,31.68,5623,8.12,0,0
"232","248070","솔루엠",21500,100,0.47,"KOSPI","전기전자",1075119346500,274,78.47,1660,12.96,5368,4.01,0,0
"233","022100","포스코 ICT",7050,-50,-0.7,"KOSDAQ","기타서비스",1071844839450,NA,NA,NA,NA,2355,2.99,50,0.71
"234","100090","에스케이오션플랜트",20000,-750,-3.61,"KOSDAQ","금속",1064700240000,NA,NA,1032,19.38,3839,5.21,0,0
"235","048410","현대바이오",26800,200,0.75,"KOSDAQ","화학",1063590374400,NA,NA,NA,NA,1593,16.82,0,0
"236","353200","대덕전자",21500,-1300,-5.7,"KOSPI","전기전자",1062463887500,1223,17.58,4092,5.25,13237,1.62,300,1.4
"237","348370","엔켐",66000,-2000,-2.94,"KOSDAQ","화학",1043612790000,NA,NA,3298,20.01,14254,4.63,0,0
"238","213420","덕산네오룩스",42000,-1300,-3,"KOSDAQ","반도체",1042909518000,1946,21.58,1976,21.25,11561,3.63,0,0
"239","103140","풍산",37150,750,2.06,"KOSPI","철강금속",1041101927700,8686,4.28,6562,5.66,60099,0.62,1000,2.69
"240","003090","대웅",17900,-120,-0.67,"KOSPI","의약품",1040741442000,1897,9.44,NA,NA,17576,1.02,100,0.56
"241","032500","케이엠더블유",26100,-1100,-4.04,"KOSDAQ","통신장비",1039325046300,NA,NA,NA,NA,6291,4.15,0,0
"242","095660","네오위즈",46700,550,1.19,"KOSDAQ","디지털컨텐츠",1028974677300,2660,17.56,3486,13.39,21629,2.16,0,0
"243","020560","아시아나항공",13790,-370,-2.61,"KOSPI","운수창고업",1026138225560,NA,NA,166,82.87,6775,2.04,0,0
"244","012510","더존비즈온",33700,-950,-2.74,"KOSPI","서비스업",1023899820800,1704,19.78,1241,27.15,15708,2.15,450,1.34
"245","032350","롯데관광개발",13920,-240,-1.69,"KOSPI","서비스업",1021842840000,NA,NA,NA,NA,811,17.16,0,0
"246","181710","NHN",28350,-650,-2.24,"KOSPI","서비스업",1021087563300,3341,8.49,1625,17.44,53297,0.53,0,0
"247","067160","아프리카TV",88800,-1600,-1.77,"KOSDAQ","소프트웨어",1020735309600,6465,13.74,6539,13.58,18988,4.68,730,0.82
"248","122870","와이지엔터테인먼트",54500,600,1.11,"KOSDAQ","오락·문화",1016957955500,364,149.73,2571,21.19,20632,2.64,250,0.46
"249","185750","종근당",80200,-1200,-1.47,"KOSPI","의약품",1007990812800,3451,23.24,6934,11.57,45900,1.75,1000,1.25
"250","178920","PI첨단소재",34100,100,0.29,"KOSPI","화학",1001391580200,2179,15.65,1486,22.94,11097,3.07,1090,3.2
"251","140860","파크시스템스",143600,3700,2.64,"KOSDAQ","의료·정밀기기",997712552400,1361,105.51,6923,20.74,13125,10.94,250,0.17
"252","007700","F&F홀딩스",25450,-1150,-4.32,"KOSPI","기타금융",995460640150,88031,0.29,NA,NA,49495,0.51,170,0.67
"253","141080","레고켐바이오",37500,-1650,-4.21,"KOSDAQ","기타서비스",990431025000,NA,NA,NA,NA,9497,3.95,0,0
"254","001800","오리온홀딩스",15800,120,0.77,"KOSPI","기타금융",989797667600,1429,11.06,NA,NA,34867,0.45,650,4.11
"255","023590","다우기술",22050,-600,-2.65,"KOSPI","서비스업",989308904850,8693,2.54,NA,NA,45679,0.48,600,2.72
"256","089860","롯데렌탈",26950,-650,-2.36,"KOSPI","서비스업",987287997850,3687,7.31,3247,8.3,33557,0.8,900,3.34
"257","298380","에이비엘바이오",20600,-650,-3.06,"KOSDAQ","제약",984437208400,NA,NA,NA,NA,1187,17.35,0,0
"258","001740","SK네트웍스",3965,-50,-1.25,"KOSPI","유통업",984064020355,451,8.79,275,14.4,10056,0.39,120,3.03
"259","003100","선광",147700,2700,1.86,"KOSDAQ","운송",9.7482e+11,4164,35.47,NA,NA,56499,2.61,350,0.24
"260","039130","하나투어",60600,-900,-1.46,"KOSPI","서비스업",971974611000,NA,NA,915,66.23,6225,9.73,0,0
"261","137400","피엔티",42150,-2850,-6.33,"KOSDAQ","기계·장비",958541495700,2407,17.51,4059,10.38,8383,5.03,150,0.36
"262","161890","한국콜마",41500,-850,-2.01,"KOSPI","화학",949568970000,1565,26.52,3211,12.93,29876,1.39,415,1
"263","009900","명신산업",18080,-1110,-5.78,"KOSPI","운수장비",948660004640,956,18.91,2399,7.54,5662,3.19,0,0
"264","073240","금호타이어",3290,-70,-2.08,"KOSPI","화학",945086344230,NA,NA,8,436.19,4083,0.81,0,0
"265","222800","심텍",29300,-1350,-4.4,"KOSDAQ","반도체",933326389900,3680,7.96,6605,4.44,11910,2.46,500,1.71
"266","009970","영원무역홀딩스",68100,-400,-0.58,"KOSPI","기타금융",928583815200,19026,3.58,22090,3.08,140307,0.49,2000,2.94
"267","039030","이오테크닉스",75100,-1800,-2.34,"KOSDAQ","반도체",925198205000,5882,12.77,6091,12.33,39144,1.92,900,1.2
"268","003230","삼양식품",121400,-3200,-2.57,"KOSPI","음식료품",914508021000,7481,16.23,12816,9.47,51826,2.34,1000,0.82
"269","192820","코스맥스",80000,-1300,-1.6,"KOSPI","화학",907960720000,6944,11.52,7052,11.34,49474,1.62,550,0.69
"270","016380","KG스틸",9070,-1500,-14.19,"KOSPI","철강금속",907080695790,1908,4.75,NA,NA,11498,0.79,100,1.1
"271","003240","태광산업",809000,-11000,-1.34,"KOSPI","화학",900740600000,377488,2.14,NA,NA,4626787,0.17,1750,0.22
"272","007390","네이처셀",14230,-320,-2.2,"KOSDAQ","제약",891326729880,NA,NA,NA,NA,972,14.64,0,0
"273","002840","미원상사",181700,1900,1.06,"KOSPI","화학",8.81245e+11,11641,15.61,NA,NA,59795,3.04,6000,3.3
"274","078340","컴투스",68100,-2300,-3.27,"KOSDAQ","디지털컨텐츠",876203202000,10845,6.28,2225,30.6,98792,0.69,1300,1.91
"275","215000","골프존",139000,-2900,-2.04,"KOSDAQ","소프트웨어",872282685000,12167,11.42,24544,5.66,45891,3.03,3500,2.52
"276","192080","더블유게임즈",47000,-550,-1.16,"KOSPI","서비스업",863601594000,7391,6.36,6813,6.9,49639,0.95,700,1.49
"277","214320","이노션",42900,-400,-0.92,"KOSPI","서비스업",8.58e+11,3294,13.02,4300,9.98,41003,1.05,1800,4.2
"278","300720","한일시멘트",12240,-450,-3.55,"KOSPI","비금속광물",847761249600,1179,10.38,1635,7.49,20557,0.6,540,4.41
"279","272450","진에어",16000,-440,-2.68,"KOSPI","운수창고업",8.352e+11,NA,NA,1454,11,3352,4.77,0,0
"280","079160","CJ CGV",17460,-390,-2.18,"KOSPI","서비스업",833258752740,NA,NA,NA,NA,5520,3.16,0,0
"281","031430","신세계인터내셔날",23300,-500,-2.1,"KOSPI","유통업",8.3181e+11,2300,10.13,2894,8.05,20084,1.16,300,1.29
"282","377740","바이오노트",8140,-230,-2.75,"KOSPI","의약품",829271030720,7232,1.13,NA,NA,13602,0.6,534,6.56
"283","090460","비에이치",24000,-950,-3.81,"KOSDAQ","IT부품",827145096000,2630,9.13,3689,6.51,13066,1.84,250,1.04
"284","009420","한올바이오파마",15830,-480,-2.94,"KOSPI","의약품",826969299540,174,90.98,156,101.26,3193,4.96,0,0
"285","215200","메가스터디교육",69100,1600,2.37,"KOSDAQ","기타서비스",819655908000,6893,10.02,11023,6.27,28762,2.4,2000,2.89
"286","200130","콜마비앤에이치",27500,-550,-1.96,"KOSDAQ","제약",812447845000,2365,11.63,2324,11.83,13051,2.11,385,1.4
"287","004360","세방",41800,-1150,-2.68,"KOSPI","운수창고업",807103242000,2342,17.85,NA,NA,40513,1.03,200,0.48
"288","085660","차바이오텍",14310,-380,-2.59,"KOSDAQ","제약",805199630580,NA,NA,NA,NA,8106,1.77,0,0
"289","069260","TKG휴켐스",19610,-20,-0.1,"KOSPI","화학",801629110680,1972,9.94,2415,8.12,18226,1.08,1000,5.1
"290","383310","에코프로에이치엔",51600,-2200,-4.09,"KOSDAQ","화학",789734491200,751,68.71,NA,NA,4101,12.58,330,0.64
"291","005880","대한해운",2445,125,5.39,"KOSPI","운수창고업",780388889700,891,2.74,705,3.47,4140,0.59,0,0
"292","272290","이녹스첨단소재",38700,-1250,-3.13,"KOSDAQ","IT부품",778862964600,4184,9.25,3385,11.43,15712,2.46,350,0.9
"293","030190","NICE평가정보",12600,-520,-3.96,"KOSDAQ","기타서비스",765006732000,915,13.77,NA,NA,5044,2.5,330,2.62
"294","016790","카나리아바이오",16300,-50,-0.31,"KOSDAQ","음식료·담배",763906720900,NA,NA,NA,NA,1876,8.69,20,0.12
"295","039200","오스코텍",20650,-700,-3.28,"KOSDAQ","제약",758741112150,NA,NA,NA,NA,917,22.52,0,0
"296","005250","녹십자홀딩스",16110,-470,-2.83,"KOSPI","서비스업",757624463100,1222,13.18,NA,NA,22586,0.71,400,2.48
"297","034120","SBS",41500,-5000,-10.75,"KOSPI","서비스업",757482153000,7693,5.39,6951,5.97,37150,1.12,1000,2.41
"298","299900","위지윅스튜디오",17650,-710,-3.87,"KOSDAQ","오락·문화",754753200650,NA,NA,334,52.78,4530,3.9,0,0
"299","214450","파마리서치",74100,-1200,-1.59,"KOSDAQ","제약",749294013000,4717,15.71,6790,10.91,30618,2.42,600,0.81
"300","002350","넥센타이어",7580,-120,-1.56,"KOSPI","화학",740322507660,45,168.44,946,8.01,15543,0.49,105,1.39
"301","052020","에스티큐브",16620,-500,-2.92,"KOSDAQ","IT부품",739799262420,NA,NA,NA,NA,460,36.13,0,0
"302","053800","안랩",73700,-1800,-2.38,"KOSDAQ","소프트웨어",738021113500,4854,15.18,NA,NA,28881,2.55,1100,1.49
"303","144510","지씨셀",45850,-900,-1.93,"KOSDAQ","기타서비스",724445772400,2785,16.46,NA,NA,34029,1.35,0,0
"304","189300","인텔리안테크",78800,-1200,-1.5,"KOSDAQ","일반전기전자",723673117200,752,104.79,3093,25.47,18155,4.34,100,0.13
"305","268280","미원에스씨",141000,-1100,-0.77,"KOSPI","화학",7.191e+11,15897,8.87,NA,NA,65109,2.17,2100,1.49
"306","086450","동국제약",16160,-420,-2.53,"KOSDAQ","제약",718473600000,1146,14.1,1385,11.67,10165,1.59,180,1.11
"307","004490","세방전지",51300,-2600,-4.82,"KOSPI","전기전자",7.182e+11,6291,8.15,5488,9.35,88025,0.58,600,1.17
"308","194480","데브시스터즈",60500,-800,-1.31,"KOSDAQ","디지털컨텐츠",717872430000,5918,10.22,4479,13.51,15642,3.87,500,0.83
"309","166090","하나머티리얼즈",36300,-1300,-3.46,"KOSDAQ","반도체",717022066200,3425,10.6,3684,9.85,13167,2.76,600,1.65
"310","006220","제주은행",22150,-150,-0.67,"KOSPI","은행",711652344100,514,43.09,NA,NA,16059,1.38,100,0.45
"311","064960","SNT모티브",48500,0,0,"KOSPI","운수장비",709222096000,5787,8.38,6625,7.32,61655,0.79,1600,3.3
"312","294870","HDC현대산업개발",10730,-260,-2.37,"KOSPI","건설업",707185650900,2679,4.01,NA,NA,43665,0.25,600,5.59
"313","036540","SFA반도체",4295,-135,-3.05,"KOSDAQ","반도체",706357001385,322,13.34,207,20.72,2436,1.76,0,0
"314","001430","세아베스틸지주",19550,90,0.46,"KOSPI","철강금속",701104426450,5231,3.74,3708,5.27,51304,0.38,1500,7.67
"315","010050","우리종금",800,-16,-1.96,"KOSPI","기타금융",699362724800,91,8.79,NA,NA,686,1.17,20,2.5
"316","082640","동양생명",4325,5,0.12,"KOSPI","보험",697875880125,1768,2.45,1313,3.29,19530,0.22,620,14.34
"317","007340","DN오토모티브",69700,-600,-0.85,"KOSPI","전기전자",696582148500,9379,7.43,17210,4.05,82507,0.84,2000,2.87
"318","105630","한세실업",17370,-230,-1.31,"KOSPI","섬유의복",6.948e+11,1716,10.12,2752,6.31,11835,1.47,500,2.88
"319","001680","대상",19780,-370,-1.84,"KOSPI","음식료품",685337934500,4001,4.94,2741,7.22,34063,0.58,800,4.04
"320","119860","커넥트웨이브",14180,-400,-2.74,"KOSDAQ","인터넷",683376342960,2235,6.34,1006,14.09,12201,1.16,0,0
"321","403550","쏘카",20850,-550,-2.57,"KOSPI","서비스업",682903219200,297,70.2,293,71.17,5241,3.98,0,0
"322","195870","해성디에스",39900,-500,-1.24,"KOSPI","전기전자",6.783e+11,4192,9.52,7488,5.33,17313,2.3,600,1.5
"323","003030","세아제강지주",162000,-3900,-2.35,"KOSPI","기타금융",670948434000,43550,3.72,90704,1.79,298051,0.54,1750,1.08
"324","005440","현대그린푸드",6860,-100,-1.44,"KOSPI","유통업",670252746520,498,13.78,1076,6.37,20905,0.33,210,3.06
"325","101730","위메이드맥스",20100,-450,-2.19,"KOSDAQ","디지털컨텐츠",669235369200,NA,NA,NA,NA,1456,13.8,0,0
"326","287410","제이시스메디칼",9360,-180,-1.89,"KOSDAQ","의료·정밀기기",667363057920,195,48,513,18.25,662,14.14,0,0
"327","294090","이오플로우",21900,-400,-1.79,"KOSDAQ","의료·정밀기기",664933910100,NA,NA,NA,NA,741,29.55,0,0
"328","344820","KCC글라스",41550,-600,-1.42,"KOSPI","비금속광물",663574773600,7353,5.65,NA,NA,87084,0.48,2400,5.78
"329","003540","대신증권",13030,-140,-1.06,"KOSPI","증권",661577402000,9323,1.4,1571,8.29,39313,0.33,1400,10.74
"330","418550","제이오",21100,-1350,-6.01,"KOSDAQ","기타서비스",661195360300,NA,NA,436,48.37,1078,19.57,0,0
"331","284740","쿠쿠홈시스",29300,-900,-2.98,"KOSPI","서비스업",657413769000,6784,4.32,NA,NA,28790,1.02,650,2.22
"332","095500","미래나노텍",21200,-600,-2.75,"KOSDAQ","IT부품",657411978800,940,22.55,NA,NA,8392,2.53,100,0.47
"333","249420","일동제약",24500,-700,-2.78,"KOSPI","의약품",656680482500,NA,NA,NA,NA,6429,3.81,0,0
"334","003530","한화투자증권",3050,-90,-2.87,"KOSPI","증권",654370713750,659,4.63,NA,NA,8572,0.36,200,6.56
"335","020000","한섬",26450,-350,-1.31,"KOSPI","섬유의복",651463500000,5214,5.07,5296,4.99,56341,0.47,600,2.27
"336","298040","효성중공업",69800,1100,1.6,"KOSPI","전기전자",650853450400,6187,11.28,9846,7.09,100113,0.7,0,0
"337","069080","웹젠",18420,-460,-2.44,"KOSDAQ","디지털컨텐츠",650426483280,2862,6.44,NA,NA,16832,1.09,0,0
"338","363280","티와이홀딩스",12720,-730,-5.43,"KOSPI","기타금융",647820288960,4004,3.18,NA,NA,38262,0.33,0,0
"339","192650","드림텍",9590,-100,-1.03,"KOSPI","전기전자",646418716230,1071,8.95,NA,NA,5263,1.82,300,3.13
"340","383800","LX홀딩스",8470,-40,-0.47,"KOSPI","기타금융",646097444300,1839,4.61,NA,NA,18209,0.47,0,0
"341","085370","루트로닉",24450,-300,-1.21,"KOSDAQ","의료·정밀기기",645564743700,1096,22.31,2065,11.84,4715,5.19,192,0.79
"342","049770","동원F&B",166800,1200,0.72,"KOSPI","음식료품",643701883200,18009,9.26,23863,6.99,206995,0.81,3500,2.1
"343","000070","삼양홀딩스",75100,700,0.94,"KOSPI","기타금융",643176752100,30711,2.45,NA,NA,226314,0.33,3000,3.99
"344","215600","신라젠",6250,-270,-4.14,"KOSDAQ","기타서비스",642919531250,NA,NA,NA,NA,1051,5.95,0,0
"345","003000","부광약품",9000,-250,-2.7,"KOSPI","의약품",639567441000,NA,NA,NA,NA,3938,2.29,100,1.11
"346","074600","원익QnC",24150,-750,-3.01,"KOSDAQ","비금속",634855200000,2235,10.81,3699,6.53,11705,2.06,150,0.62
"347","095340","ISC",36450,-250,-0.68,"KOSDAQ","반도체",634210717950,2202,16.55,3719,9.8,14083,2.59,200,0.55
"348","057050","현대홈쇼핑",52700,-700,-1.31,"KOSPI","유통업",6.324e+11,8881,5.93,12009,4.39,164432,0.32,2400,4.55
"349","006120","SK디스커버리",33150,-650,-1.92,"KOSPI","기타금융",631104893250,10478,3.16,NA,NA,121961,0.27,1500,4.52
"350","084850","아이티엠반도체",27800,-950,-3.3,"KOSDAQ","반도체",630446565200,275,101.09,687,40.46,11585,2.4,200,0.72
"351","046890","서울반도체",10770,-340,-3.06,"KOSDAQ","반도체",627949158000,878,12.27,236,45.61,12942,0.83,460,4.27
"352","000640","동아쏘시오홀딩스",98600,400,0.41,"KOSPI","기타금융",626002821800,9768,10.09,10710,9.21,154410,0.64,1500,1.52
"353","003850","보령",9040,-150,-1.63,"KOSPI","의약품",620957600000,689,13.12,570,15.85,7192,1.26,100,1.11
"354","178320","서진시스템",16500,-70,-0.42,"KOSDAQ","통신장비",620080593000,1047,15.76,NA,NA,9597,1.72,300,1.82
"355","101490","에스앤에스텍",28850,-800,-2.7,"KOSDAQ","반도체",618874245950,552,52.26,NA,NA,8374,3.45,100,0.35
"356","222080","씨아이에스",10000,-240,-2.34,"KOSDAQ","기계·장비",618468120000,NA,NA,NA,NA,1854,5.39,0,0
"357","082270","젬백스",15500,-470,-2.94,"KOSDAQ","기계·장비",617798318000,304,50.99,NA,NA,3880,3.99,0,0
"358","218410","RFHIC",23050,-650,-2.74,"KOSDAQ","일반전기전자",617427303700,239,96.44,921,25.01,10675,2.16,150,0.65
"359","003520","영진약품",3370,-70,-2.03,"KOSPI","의약품",616348503470,NA,NA,NA,NA,573,5.88,0,0
"360","095700","제넥신",15220,-540,-3.43,"KOSDAQ","기타서비스",612220070980,NA,NA,NA,NA,15025,1.01,0,0
"361","005610","SPC삼립",70500,-1200,-1.67,"KOSPI","음식료품",608345134500,4990,14.13,7747,9.1,41335,1.71,1500,2.13
"362","025980","아난티",7000,-90,-1.27,"KOSDAQ","숙박·음식",606399220000,221,31.67,1762,3.97,4429,1.58,0,0
"363","005690","파미셀",10030,-40,-0.4,"KOSPI","의약품",601970148920,159,63.08,399,25.13,1090,9.2,0,0
"364","084370","유진테크",26250,-700,-2.6,"KOSDAQ","반도체",601546102500,2694,9.74,1979,13.26,13091,2.01,270,1.03
"365","025540","한국단자",56400,-1100,-1.91,"KOSPI","전기전자",5.87406e+11,6100,9.25,5329,10.58,81648,0.69,700,1.24
"366","033240","자화전자",29000,-850,-2.85,"KOSPI","전기전자",587277376000,1279,22.67,1189,24.39,17751,1.63,0,0
"367","011000","진원생명과학",7530,-150,-1.95,"KOSPI","의약품",585469540470,NA,NA,NA,NA,2659,2.83,0,0
"368","381970","케이카",12170,-400,-3.18,"KOSPI","유통업",585213106610,1004,12.12,850,14.32,5729,2.12,750,6.16
"369","013890","지누스",30950,-950,-2.98,"KOSPI","기타제조업",584975922200,3076,10.06,4171,7.42,28645,1.08,850,2.75
"370","348210","넥스틴",58400,-1400,-2.34,"KOSDAQ","반도체",581469761600,1889,30.92,6420,9.1,6778,8.62,500,0.86
