"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1277","042510","라온시큐어","KOSDAQ","소프트웨어",2585,-90,-3.36,99953538410
"1278","232680","라온테크","KOSDAQ","반도체",11290,-400,-3.42,140907486860
"1279","300120","라온피플","KOSDAQ","IT부품",6400,-360,-5.33,132992076800
"1280","171120","라이온켐텍","KOSDAQ","화학",7000,-90,-1.27,132255032000
"1281","388790","라이콤","KOSDAQ","통신장비",2555,-45,-1.73,72853091150
"1282","069540","라이트론","KOSDAQ","통신장비",2605,-75,-2.8,67891395380
"1283","347700","라이프시맨틱스","KOSDAQ","소프트웨어",5430,110,2.07,55537768500
"1284","214260","라파스","KOSDAQ","화학",22050,-500,-2.22,190014022800
"1285","200350","래몽래인","KOSDAQ","오락·문화",19050,-490,-2.51,122741131200
"1286","171010","램테크놀러지","KOSDAQ","반도체",6010,-150,-2.44,83154702570
"1287","084650","랩지노믹스","KOSDAQ","기타서비스",6660,70,1.06,247219166700
"1288","217500","러셀","KOSDAQ","기계·장비",3640,-105,-2.8,115795680000
"1289","141080","레고켐바이오","KOSDAQ","기타서비스",37500,-1650,-4.21,990431025000
"1290","038390","레드캡투어","KOSDAQ","기타서비스",19460,-160,-0.82,167151280800
"1291","294140","레몬","KOSDAQ","화학",3905,15,0.39,1.44485e+11
"1292","228670","레이","KOSDAQ","의료·정밀기기",26050,-650,-2.43,367824879850
"1293","228850","레이언스","KOSDAQ","의료·정밀기기",11860,-200,-1.66,196769426040
"1294","412350","레이저쎌","KOSDAQ","반도체",9520,110,1.17,80213349440
"1295","281740","레이크머티리얼즈","KOSDAQ","화학",5720,-60,-1.04,375978734560
"1296","277810","레인보우로보틱스","KOSDAQ","기계·장비",72300,-500,-0.69,1375693744800
"1297","215100","로보로보","KOSDAQ","디지털컨텐츠",7190,70,0.98,146305384260
"1298","090360","로보스타","KOSDAQ","기계·장비",29250,250,0.86,285187500000
"1299","108490","로보티즈","KOSDAQ","소프트웨어",30950,2700,9.56,378778572850
"1300","900260","로스웰","KOSDAQ","금융",1008,-17,-1.66,36319538304
"1301","067730","로지시스","KOSDAQ","컴퓨터서비스",4530,-90,-1.95,43822866660
"1302","071280","로체시스템즈","KOSDAQ","반도체",8950,-230,-2.51,136904596850
"1303","328130","루닛","KOSDAQ","소프트웨어",37050,-1150,-3.01,454054604250
"1304","038060","루멘스","KOSDAQ","반도체",1247,3,0.24,59984527043
"1305","085370","루트로닉","KOSDAQ","의료·정밀기기",24450,-300,-1.21,645564743700
"1306","08537M","루트로닉3우C","KOSDAQ","의료·정밀기기",33150,-2000,-5.69,6119191650
"1307","060240","룽투코리아","KOSDAQ","디지털컨텐츠",2905,-95,-3.17,73872070020
"1308","058470","리노공업","KOSDAQ","반도체",162800,-4500,-2.69,2481457836000
"1309","039980","리노스","KOSDAQ","컴퓨터서비스",1013,-15,-1.46,46307872748
"1310","019570","리더스 기술투자","KOSDAQ","금융",404,5,1.25,52564950252
"1311","016100","리더스코스메틱","KOSDAQ","화학",3725,-70,-1.84,71150830150
"1312","012700","리드코프","KOSDAQ","유통",7590,0,0,200726164650
"1313","302550","리메드","KOSDAQ","의료·정밀기기",14110,-250,-1.74,86460661760
"1314","377450","리파인","KOSDAQ","기타서비스",9120,-160,-1.72,158049600000
"1315","277070","린드먼아시아","KOSDAQ","금융",8020,-260,-3.14,109809840000
"1316","042500","링네트","KOSDAQ","컴퓨터서비스",5150,-200,-3.74,79087921700
"1317","219420","링크제니시스","KOSDAQ","소프트웨어",7240,-350,-4.61,83039230680
"1318","195500","마니커에프앤지","KOSDAQ","음식료·담배",3570,-20,-0.56,56862960000
"1319","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",4745,645,15.73,71208105865
"1320","098120","마이크로컨텍솔","KOSDAQ","반도체",6150,-210,-3.3,51123510900
"1321","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",5370,-70,-1.29,58102680420
"1322","377480","마인즈랩","KOSDAQ","소프트웨어",22700,-1000,-4.22,138017884100
"1323","038290","마크로젠","KOSDAQ","기타서비스",19820,-230,-1.15,214876548000
"1324","267980","매일유업","KOSDAQ","음식료·담배",50000,-1000,-1.96,392181900000
"1325","005990","매일홀딩스","KOSDAQ","음식료·담배",8880,230,2.66,121818539520
"1326","093520","매커스","KOSDAQ","유통",10390,540,5.48,167934525880
"1327","377030","맥스트","KOSDAQ","소프트웨어",14120,-460,-3.16,276340853840
"1328","100590","머큐리","KOSDAQ","일반전기전자",5860,-100,-1.68,88631890560
"1329","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",38800,-200,-0.51,229959025200
"1330","072870","메가스터디","KOSDAQ","출판·매체복제",10730,30,0.28,127911890070
"1331","215200","메가스터디교육","KOSDAQ","기타서비스",69100,1600,2.37,819655908000
"1332","133750","메가엠디","KOSDAQ","기타서비스",2985,-25,-0.83,69870124845
"1333","235980","메드팩토","KOSDAQ","기타서비스",20100,-550,-2.66,423721969500
"1334","041920","메디아나","KOSDAQ","의료·정밀기기",5100,-80,-1.54,8.16e+10
"1335","014100","메디앙스","KOSDAQ","화학",3060,-75,-2.39,3.6108e+10
"1336","054180","메디콕스","KOSDAQ","운송장비·부품",1721,-91,-5.02,42710750563
"1337","086900","메디톡스","KOSDAQ","제약",210000,3000,1.45,1405680570000
"1338","078160","메디포스트","KOSDAQ","제약",16070,-370,-2.25,261365597580
"1339","065650","메디프론","KOSDAQ","유통",1518,-39,-2.5,71412122562
"1340","021880","메이슨캐피탈","KOSDAQ","금융",322,1,0.31,49003379376
"1341","140410","메지온","KOSDAQ","기타서비스",15950,-1180,-6.89,426535187100
"1342","241770","메카로","KOSDAQ","반도체",11990,40,0.33,122209753600
"1343","059210","메타바이오메드","KOSDAQ","제약",2420,-20,-0.82,57746889420
"1344","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",4630,-165,-3.44,74313953900
"1345","096640","멜파스","KOSDAQ","IT부품",1495,0,0,69543906185
"1346","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,71157896760
"1347","080420","모다이노칩","KOSDAQ","IT부품",3185,-45,-1.39,253913366070
"1348","417970","모델솔루션","KOSDAQ","기계·장비",21300,-450,-2.07,136249710000
"1349","080160","모두투어","KOSDAQ","기타서비스",19700,-700,-3.43,3.7233e+11
"1350","087260","모바일어플라이언스","KOSDAQ","소프트웨어",3035,-90,-2.88,98797933135
"1351","101330","모베이스","KOSDAQ","IT부품",3400,-90,-2.58,81457839200
"1352","012860","모베이스전자","KOSDAQ","운송장비·부품",1536,45,3.02,112486589952
"1353","363260","모비데이즈","KOSDAQ","기타서비스",1060,-80,-7.02,169619977820
"1354","348030","모비릭스","KOSDAQ","디지털컨텐츠",12730,-150,-1.16,122256374000
"1355","250060","모비스","KOSDAQ","소프트웨어",1762,-34,-1.89,56685855268
"1356","288980","모아데이타","KOSDAQ","소프트웨어",4100,5,0.12,134421091200
"1357","033200","모아텍","KOSDAQ","IT부품",5750,-70,-1.2,82404313750
"1358","333050","모코엠시스","KOSDAQ","소프트웨어",1877,-63,-3.25,42347999318
"1359","118990","모트렉스","KOSDAQ","운송장비·부품",17210,830,5.07,421567555000
"1360","006920","모헨즈","KOSDAQ","비금속",4130,-130,-3.05,45099600000
"1361","001810","무림SP","KOSDAQ","종이·목재",2700,10,0.37,59771250000
"1362","279600","미디어젠","KOSDAQ","소프트웨어",13230,-970,-6.83,61979652630
"1363","095500","미래나노텍","KOSDAQ","IT부품",21200,-600,-2.75,657411978800
"1364","254490","미래반도체","KOSDAQ","유통",18200,-530,-2.83,262771600000
"1365","218150","미래생명자원","KOSDAQ","음식료·담배",4550,130,2.94,90526090200
"1366","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2035,0,0,10297100000
"1367","100790","미래에셋벤처투자","KOSDAQ","금융",5760,-260,-4.32,312003936000
"1368","412930","미래에셋비전스팩1호","KOSDAQ","금융",2150,10,0.47,13278400000
"1369","049950","미래컴퍼니","KOSDAQ","기계·장비",22500,-600,-2.6,193203450000
"1370","207760","미스터블루","KOSDAQ","디지털컨텐츠",3025,-130,-4.12,225892585875
"1371","059090","미코","KOSDAQ","반도체",8060,-240,-2.89,269339230680
"1372","214610","미코바이오메드","KOSDAQ","의료·정밀기기",3990,-110,-2.68,73049322990
"1373","201490","미투온","KOSDAQ","디지털컨텐츠",4185,-140,-3.24,130813767450
"1374","950190","미투젠","KOSDAQ","출판·매체복제",12780,-190,-1.46,173551019760
"1375","206640","바디텍메드","KOSDAQ","제약",11650,-200,-1.69,273618424000
"1376","018700","바른손","KOSDAQ","유통",2795,-10,-0.36,98159720815
"1377","035620","바른손이앤에이","KOSDAQ","오락·문화",976,-21,-2.11,72653122800
"1378","053030","바이넥스","KOSDAQ","제약",10770,-300,-2.71,342066486960
"1379","301300","바이브컴퍼니","KOSDAQ","소프트웨어",26450,-2000,-7.03,156773646500
"1380","064550","바이오니아","KOSDAQ","제약",50300,1900,3.93,1298257637300
"1381","314930","바이오다인","KOSDAQ","의료·정밀기기",25200,-400,-1.56,155438514000
"1382","208710","바이오로그디바이스","KOSDAQ","IT부품",950,-31,-3.16,40141734150
"1383","086820","바이오솔루션","KOSDAQ","제약",11700,-300,-2.5,95278084200
"1384","038460","바이오스마트","KOSDAQ","정보기기",3605,-70,-1.9,72416519000
"1385","251120","바이오에프디엔씨","KOSDAQ","제약",17090,-60,-0.35,148609513000
"1386","086040","바이오톡스텍","KOSDAQ","기타서비스",8110,-130,-1.58,118950367530
"1387","099430","바이오플러스","KOSDAQ","제약",7470,-140,-1.84,432743554080
"1388","032980","바이온","KOSDAQ","유통",1149,-21,-1.79,42237403158
"1389","222160","바이옵트로","KOSDAQ","기계·장비",5790,-230,-3.82,47152984140
"1390","308080","바이젠셀","KOSDAQ","제약",7080,-110,-1.53,134562904800
"1391","043150","바텍","KOSDAQ","의료·정밀기기",33600,-550,-1.61,499103001600
"1392","323990","박셀바이오","KOSDAQ","기타서비스",37050,-50,-0.13,564012150000
"1393","267790","배럴","KOSDAQ","섬유·의류",8580,-60,-0.69,67657590000
"1394","046310","백금T&A","KOSDAQ","통신장비",3705,130,3.64,60831064905
"1395","331520","밸로프","KOSDAQ","디지털컨텐츠",1440,-33,-2.24,68931790560
"1396","066410","버킷스튜디오","KOSDAQ","통신서비스",1238,-48,-3.73,104128088388
"1397","382900","범한퓨얼셀","KOSDAQ","일반전기전자",28300,-750,-2.58,247936300000
"1398","206400","베노홀딩스","KOSDAQ","건설",2715,-5,-0.18,78284339865
"1399","019010","베뉴지","KOSDAQ","유통",2250,-20,-0.88,1.0845e+11
"1400","177350","베셀","KOSDAQ","반도체",5790,70,1.22,71760067260
"1401","299910","베스파","KOSDAQ","디지털컨텐츠",3165,0,0,25974889140
"1402","225530","보광산업","KOSDAQ","비금속",6030,-10,-0.17,219122523810
"1403","250000","보라티알","KOSDAQ","유통",11010,-120,-1.08,74325570330
"1404","310210","보로노이","KOSDAQ","제약",29050,-150,-0.51,367420594450
"1405","006910","보성파워텍","KOSDAQ","금속",3910,-75,-1.88,192097611840
"1406","226340","본느","KOSDAQ","화학",1822,-21,-1.14,55934663912
"1407","014470","부방","KOSDAQ","금융",2215,-35,-1.56,133015755900
"1408","008470","부스타","KOSDAQ","금속",5180,-80,-1.52,43536864000
"1409","338220","뷰노","KOSDAQ","소프트웨어",10080,-600,-5.62,114706932480
"1410","100120","뷰웍스","KOSDAQ","의료·정밀기기",31450,150,0.48,314558654250
"1411","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",5820,-150,-2.51,170331547980
"1412","099390","브레인즈컴퍼니","KOSDAQ","소프트웨어",10120,-520,-4.89,83067823960
"1413","064480","브리지텍","KOSDAQ","컴퓨터서비스",8750,-300,-3.31,104584375000
"1414","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",8430,-590,-6.54,167979762750
"1415","365900","브이씨","KOSDAQ","기타제조",8200,400,5.13,59944460000
"1416","251630","브이원텍","KOSDAQ","기계·장비",7950,60,0.76,120542511000
"1417","018290","브이티지엠피","KOSDAQ","화학",5460,-110,-1.97,188282055780
"1418","044480","블레이드 Ent","KOSDAQ","화학",1411,-69,-4.66,45637357191
"1419","033560","블루콤","KOSDAQ","IT부품",5580,-310,-5.26,9.5418e+10
"1420","369370","블리츠웨이","KOSDAQ","기타제조",2255,-65,-2.8,95821584210
"1421","126340","비나텍","KOSDAQ","IT부품",44000,-500,-1.12,240603528000
"1422","121800","비덴트","KOSDAQ","통신장비",3955,-220,-5.27,230548569790
"1423","148140","비디아이","KOSDAQ","기계·장비",640,0,0,27653546880
"1424","082800","비보존 제약","KOSDAQ","반도체",1450,-37,-2.49,339362467450
"1425","318410","비비씨","KOSDAQ","기타제조",9360,-70,-0.74,51997074480
"1426","419540","비스토스","KOSDAQ","의료·정밀기기",2810,65,2.37,59502615480
"1427","146320","비씨엔씨","KOSDAQ","반도체",16200,-160,-0.98,206716908600
"1428","200780","비씨월드제약","KOSDAQ","제약",7930,-20,-0.25,70516605120
"1429","141000","비아트론","KOSDAQ","반도체",9790,-190,-1.9,118603010900
"1430","090460","비에이치","KOSDAQ","IT부품",24000,-950,-3.81,827145096000
"1431","083650","비에이치아이","KOSDAQ","기계·장비",6190,-160,-2.52,1.6094e+11
"1432","032790","비엔지티","KOSDAQ","정보기기",3900,-200,-4.88,121683939000
"1433","445360","비엔케이제1호스팩","KOSDAQ","금융",2065,5,0.24,8900150000
"1434","142760","비엘","KOSDAQ","기타서비스",4200,-145,-3.34,132084107400
"1435","065170","비엘팜텍","KOSDAQ","유통",696,-18,-2.52,61923509064
"1436","086670","비엠티","KOSDAQ","기계·장비",15060,-70,-0.46,137425120440
"1437","335890","비올","KOSDAQ","의료·정밀기기",4995,35,0.71,290376053280
"1438","138580","비즈니스온","KOSDAQ","소프트웨어",9020,-320,-3.43,203456590260
"1439","082920","비츠로셀","KOSDAQ","IT부품",15130,-160,-1.05,325887369760
"1440","054220","비츠로시스","KOSDAQ","일반전기전자",839,-37,-4.22,21111658837
"1441","042370","비츠로테크","KOSDAQ","금융",7080,-170,-2.34,185496177000
"1442","050090","비케이홀딩스","KOSDAQ","IT부품",437,-12,-2.67,34583717654
"1443","307870","비투엔","KOSDAQ","컴퓨터서비스",2205,-65,-2.86,68754546000
"1444","357880","비트나인","KOSDAQ","소프트웨어",12190,-580,-4.54,127128973640
"1445","032850","비트컴퓨터","KOSDAQ","소프트웨어",6610,-220,-3.22,109879966730
"1446","148780","비플라이소프트","KOSDAQ","출판·매체복제",1460,-58,-3.82,45910758500
"1447","238200","비피도","KOSDAQ","음식료·담배",7820,-200,-2.49,63967600000
"1448","093190","빅솔론","KOSDAQ","정보기기",7240,-90,-1.23,139289672200
"1449","065450","빅텍","KOSDAQ","의료·정밀기기",5580,0,0,159882624000
"1450","072950","빛샘전자","KOSDAQ","반도체",6320,-140,-2.17,39379028880
"1451","143240","사람인에이치알","KOSDAQ","인터넷",25750,-350,-1.34,300612272250
"1452","419120","산돌","KOSDAQ","소프트웨어",14220,-660,-4.44,109093365720
"1453","122350","삼기","KOSDAQ","운송장비·부품",3490,-80,-2.24,133804603720
"1454","419050","삼기이브이","KOSDAQ","운송장비·부품",19630,-1370,-6.52,280690547800
"1455","014970","삼륭물산","KOSDAQ","종이·목재",5200,-70,-1.33,7.865e+10
"1456","018310","삼목에스폼","KOSDAQ","금속",17190,-380,-2.16,2.52693e+11
"1457","053700","삼보모터스","KOSDAQ","운송장비·부품",5470,-70,-1.26,105746056410
"1458","009620","삼보산업","KOSDAQ","금속",1007,-44,-4.19,45572349927
"1459","023600","삼보판지","KOSDAQ","종이·목재",10660,-10,-0.09,172372200000
"1460","380320","삼성머스트스팩5호","KOSDAQ","금융",4030,380,10.41,19384300000
"1461","377630","삼성스팩4호","KOSDAQ","금융",5210,30,0.58,20944200000
"1462","425290","삼성스팩6호","KOSDAQ","금융",4060,140,3.57,22411200000
"1463","439250","삼성스팩7호","KOSDAQ","금융",10450,-70,-0.67,36595900000
"1464","009300","삼아제약","KOSDAQ","제약",17430,-400,-2.24,111029100000
"1465","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",10420,-100,-0.95,105759748960
"1466","361670","삼영에스앤씨","KOSDAQ","일반전기전자",7590,-260,-3.31,43017524220
"1467","054540","삼영엠텍","KOSDAQ","금속",4005,-110,-2.67,5.2065e+10
"1468","065570","삼영이엔씨","KOSDAQ","통신장비",4945,-95,-1.88,53376379450
"1469","032280","삼일","KOSDAQ","운송",2020,0,0,32751451800
"1470","002290","삼일기업공사","KOSDAQ","건설",3605,-45,-1.23,4.4702e+10
"1471","037460","삼지전자","KOSDAQ","통신장비",8660,-110,-1.25,141318400520
"1472","032750","삼진","KOSDAQ","일반전기전자",7420,-180,-2.37,5.3424e+10
"1473","054090","삼진엘앤디","KOSDAQ","IT부품",2820,-35,-1.23,70385034240
"1474","000250","삼천당제약","KOSDAQ","제약",48050,-4350,-8.3,1094004370050
"1475","024950","삼천리자전거","KOSDAQ","유통",8010,-160,-1.96,106321351770
"1476","038500","삼표시멘트","KOSDAQ","비금속",3545,-70,-1.94,382563304770
"1477","017480","삼현철강","KOSDAQ","금속",5340,-100,-1.84,83853432600
"1478","046390","삼화네트웍스","KOSDAQ","오락·문화",3010,-55,-1.79,129950528330
"1479","027580","상보","KOSDAQ","화학",1356,-23,-1.67,80249814324
"1480","038540","상상인","KOSDAQ","컴퓨터서비스",5850,-250,-4.1,323670631050
"1481","101000","상상인인더스트리","KOSDAQ","기계·장비",350,12,3.55,25112777200
"1482","415580","상상인제3호스팩","KOSDAQ","금융",2030,0,0,10779300000
"1483","091580","상신이디피","KOSDAQ","IT부품",17880,-680,-3.66,243672555720
"1484","263810","상신전자","KOSDAQ","일반전기전자",3210,-90,-2.73,45725544780
"1485","089980","상아프론테크","KOSDAQ","화학",33100,0,0,529237124700
"1486","042940","상지카일룸","KOSDAQ","건설",427,-8,-1.84,40238105453
"1487","042600","새로닉스","KOSDAQ","IT부품",23700,-1200,-4.82,294438703800
"1488","107600","새빗켐","KOSDAQ","화학",109600,-3300,-2.92,532825332000
"1489","411080","샌즈랩","KOSDAQ","소프트웨어",18590,-220,-1.17,280620474420
"1490","252990","샘씨엔에스","KOSDAQ","반도체",4375,-190,-4.16,219423076250
"1491","378800","샤페론","KOSDAQ","제약",7170,-340,-4.53,162592519770
"1492","294630","서남","KOSDAQ","일반전기전자",2100,-65,-3,44917236000
"1493","038070","서린바이오","KOSDAQ","유통",12070,-240,-1.95,102603159320
"1494","006730","서부T&D","KOSDAQ","숙박·음식",7900,-170,-2.11,477157669500
"1495","079650","서산","KOSDAQ","비금속",1939,-13,-0.67,3.878e+10
"1496","100660","서암기계공업","KOSDAQ","기계·장비",6160,-170,-2.69,7.7616e+10
"1497","019770","서연탑메탈","KOSDAQ","기계·장비",4745,-100,-2.06,55279250000
"1498","043710","서울리거","KOSDAQ","유통",807,-8,-0.98,40510496160
"1499","092190","서울바이오시스","KOSDAQ","IT부품",5650,-250,-4.24,215963639450
"1500","046890","서울반도체","KOSDAQ","반도체",10770,-340,-3.06,627949158000
"1501","063170","서울옥션","KOSDAQ","유통",21850,300,1.39,388367733950
"1502","027040","서울전자통신","KOSDAQ","유통",603,-6,-0.99,41962074741
"1503","018680","서울제약","KOSDAQ","제약",4340,-90,-2.03,50601444460
"1504","093920","서원인텍","KOSDAQ","IT부품",5980,-40,-0.66,1.11228e+11
"1505","189860","서전기전","KOSDAQ","일반전기전자",6510,-220,-3.27,63139057800
"1506","178320","서진시스템","KOSDAQ","통신장비",16500,-70,-0.42,620080593000
"1507","122690","서진오토모티브","KOSDAQ","운송장비·부품",2910,-20,-0.68,61230025860
"1508","140070","서플러스글로벌","KOSDAQ","유통",4690,120,2.63,173473720000
"1509","011370","서한","KOSDAQ","건설",1079,-13,-1.19,108865559335
"1510","065710","서호전기","KOSDAQ","일반전기전자",18060,60,0.33,9.3009e+10
"1511","035890","서희건설","KOSDAQ","건설",1146,-25,-2.13,263360491722
"1512","357550","석경에이티","KOSDAQ","화학",27800,-150,-0.54,1.51649e+11
"1513","003100","선광","KOSDAQ","운송",147700,2700,1.86,9.7482e+11
"1514","067370","선바이오","KOSDAQ","제약",9400,-190,-1.98,115747417000
"1515","171090","선익시스템","KOSDAQ","반도체",22400,0,0,207675350400
"1516","086710","선진뷰티사이언스","KOSDAQ","화학",6850,-150,-2.14,83592468000
"1517","014620","성광벤드","KOSDAQ","금속",13080,-180,-1.36,3.74088e+11
"1518","037350","성도이엔지","KOSDAQ","기타서비스",4465,-20,-0.45,69073550000
"1519","081580","성우전자","KOSDAQ","IT부품",3045,-80,-2.56,47222295435
"1520","045300","성우테크론","KOSDAQ","반도체",4500,-70,-1.53,43970818500
"1521","015750","성우하이텍","KOSDAQ","운송장비·부품",7200,-200,-2.7,5.76e+11
"1522","365340","성일하이텍","KOSDAQ","화학",131400,-7700,-5.54,1567583472600
"1523","080470","성창오토텍","KOSDAQ","운송장비·부품",7510,-140,-1.83,5.4823e+10
"1524","043260","성호전자","KOSDAQ","IT부품",1317,-53,-3.87,70334890728
"1525","148150","세경하이테크","KOSDAQ","일반전기전자",13560,-470,-3.35,159794850360
"1526","053060","세동","KOSDAQ","운송장비·부품",2050,102,5.24,35790964350
"1527","340440","세림B&G","KOSDAQ","화학",2610,-80,-2.97,74067530040
"1528","017510","세명전기","KOSDAQ","금속",3050,-35,-1.13,46500300000
"1529","011560","세보엠이씨","KOSDAQ","건설",7710,-20,-0.26,81186300000
"1530","396300","세아메카닉스","KOSDAQ","금속",5190,-180,-3.35,137480505000
"1531","100700","세운메디칼","KOSDAQ","제약",3035,-60,-1.94,1.32933e+11
"1532","024830","세원물산","KOSDAQ","운송장비·부품",8390,-100,-1.18,70056500000
"1533","258830","세종메디칼","KOSDAQ","의료·정밀기기",2685,-35,-1.29,148272348060
"1534","036630","세종텔레콤","KOSDAQ","통신서비스",725,0,0,1.9575e+11
"1535","039310","세중","KOSDAQ","기타서비스",3065,-15,-0.49,55542909355
"1536","067770","세진티에스","KOSDAQ","IT부품",3395,-105,-3,28506433235
"1537","053450","세코닉스","KOSDAQ","의료·정밀기기",6350,-110,-1.7,93934299050
"1538","222810","세토피아","KOSDAQ","소프트웨어",1390,40,2.96,82408026500
"1539","252500","세화피앤씨","KOSDAQ","화학",1255,-25,-1.95,52065419450
"1540","347000","센코","KOSDAQ","의료·정밀기기",12680,-320,-2.46,104625773920
"1541","331920","셀레믹스","KOSDAQ","제약",6550,80,1.24,53475169400
"1542","049180","셀루메드","KOSDAQ","제약",5470,-90,-1.62,228623201040
"1543","299660","셀리드","KOSDAQ","기타서비스",11880,-470,-3.81,115606560960
"1544","268600","셀리버리","KOSDAQ","기타서비스",13030,-490,-3.62,474636031090
"1545","108860","셀바스AI","KOSDAQ","소프트웨어",23650,500,2.16,532367649000
"1546","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",3970,370,10.28,86071839080
"1547","068760","셀트리온제약","KOSDAQ","제약",58700,-1800,-2.98,2213105873800
"1548","091990","셀트리온헬스케어","KOSDAQ","유통",55400,-2100,-3.65,8767189109400
"1549","068940","셀피글로벌","KOSDAQ","정보기기",1424,-64,-4.3,54483090128
"1550","060230","소니드","KOSDAQ","화학",4985,-125,-2.45,116998533245
"1551","290690","소룩스","KOSDAQ","일반전기전자",7260,-30,-0.41,59944680180
"1552","950200","소마젠","KOSDAQ","기타서비스",7300,-170,-2.28,140196886900
"1553","032680","소프트센","KOSDAQ","유통",1903,-97,-4.85,72785378809
"1554","032685","소프트센우","KOSDAQ","유통",24500,-1150,-4.48,3499996500
"1555","258790","소프트캠프","KOSDAQ","출판·매체복제",1967,-78,-3.81,49157855628
"1556","066910","손오공","KOSDAQ","유통",2275,-5,-0.22,61837218625
"1557","043100","솔고바이오","KOSDAQ","의료·정밀기기",479,-3,-0.62,31508240632
"1558","154040","솔루에타","KOSDAQ","IT부품",2885,-30,-1.03,44181319865
"1559","035610","솔본","KOSDAQ","기타서비스",4835,-155,-3.11,132217895495
"1560","357780","솔브레인","KOSDAQ","화학",233500,-8000,-3.31,1816295161000
"1561","036830","솔브레인홀딩스","KOSDAQ","기타서비스",25450,-800,-3.05,533535225200
"1562","304100","솔트룩스","KOSDAQ","소프트웨어",29700,1700,6.07,332381402100
"1563","328380","솔트웨어","KOSDAQ","컴퓨터서비스",1510,-126,-7.7,51736794780
"1564","086980","쇼박스","KOSDAQ","오락·문화",3590,-40,-1.1,224870420000
"1565","050960","수산아이앤티","KOSDAQ","출판·매체복제",13730,-20,-0.15,92691230000
"1566","084180","수성샐바시온","KOSDAQ","기계·장비",785,0,0,57738006000
"1567","253840","수젠텍","KOSDAQ","의료·정밀기기",8590,-150,-1.72,139749069310
"1568","236200","슈프리마","KOSDAQ","일반전기전자",24150,-750,-3.01,173717542950
"1569","317770","슈프리마아이디","KOSDAQ","일반전기전자",16290,-110,-0.67,49749985800
"1570","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",5830,-140,-2.35,61050827200
"1571","192440","슈피겐코리아","KOSDAQ","IT부품",34800,200,0.58,216329432400
"1572","136510","스마트솔루션즈","KOSDAQ","기계·장비",11600,0,0,459490743600
"1573","099440","스맥","KOSDAQ","기계·장비",2020,-140,-6.48,68558941400
"1574","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1575","276040","스코넥","KOSDAQ","디지털컨텐츠",15950,-270,-1.66,197155142800
"1576","159910","스킨앤스킨","KOSDAQ","반도체",205,13,6.77,72600903545
"1577","115570","스타플렉스","KOSDAQ","화학",5470,0,0,43675258760
"1578","330730","스톤브릿지벤처스","KOSDAQ","금융",5190,-380,-6.82,93709757700
"1579","253450","스튜디오드래곤","KOSDAQ","오락·문화",75800,-1300,-1.69,2278434148400
"1580","408900","스튜디오미르","KOSDAQ","방송서비스",41450,-2800,-6.33,213490297500
"1581","204630","스튜디오산타클로스","KOSDAQ","오락·문화",763,-52,-6.38,49636726944
"1582","013810","스페코","KOSDAQ","기계·장비",4570,-25,-0.54,66975497900
"1583","049830","승일","KOSDAQ","금속",11690,-450,-3.71,71684389280
"1584","020710","시공테크","KOSDAQ","기타서비스",4625,-55,-1.18,92721861250
"1585","033170","시그네틱스","KOSDAQ","반도체",1299,-49,-3.64,111361086381
"1586","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",3475,-135,-3.74,287411495400
"1587","025320","시노펙스","KOSDAQ","IT부품",2870,5,0.17,216420687350
"1588","269620","시스웍","KOSDAQ","의료·정밀기기",889,0,0,96529874504
"1589","131090","시큐브","KOSDAQ","소프트웨어",1134,-29,-2.49,4.9896e+10
"1590","139050","시티랩스","KOSDAQ","컴퓨터서비스",531,-11,-2.03,56338317837
"1591","290520","신도기연","KOSDAQ","기계·장비",6180,-190,-2.98,98443457160
"1592","001000","신라섬유","KOSDAQ","유통",2050,-30,-1.44,49768957000
"1593","025870","신라에스지","KOSDAQ","유통",9650,-30,-0.31,3.86e+10
"1594","215600","신라젠","KOSDAQ","기타서비스",6250,-270,-4.14,642919531250
"1595","065350","신성델타테크","KOSDAQ","일반전기전자",9450,370,4.07,259723308600
"1596","162300","신스틸","KOSDAQ","금속",5680,-380,-6.27,228877576640
"1597","002800","신신제약","KOSDAQ","제약",5640,-20,-0.35,85561620000
"1598","419270","신영스팩7호","KOSDAQ","금융",2200,15,0.69,9.471e+09
"1599","430220","신영스팩8호","KOSDAQ","금융",2125,-10,-0.47,1.4365e+10
"1600","445970","신영스팩9호","KOSDAQ","금융",2070,0,0,11095200000
"1601","017000","신원종합개발","KOSDAQ","건설",5330,-70,-1.3,62190583910
"1602","012790","신일제약","KOSDAQ","제약",8190,-200,-2.38,94524590160
