"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"650","129260","인터지스","KOSPI","운수창고업",2750,-30,-1.08,81806653500
"651","023810","인팩","KOSPI","운수장비",9410,70,0.75,9.41e+10
"652","249420","일동제약","KOSPI","의약품",24500,-700,-2.78,656680482500
"653","000230","일동홀딩스","KOSPI","의약품",14750,-520,-3.41,170220900000
"654","013360","일성건설","KOSPI","건설업",2600,-130,-4.76,140464688000
"655","003120","일성신약","KOSPI","의약품",111100,-1400,-1.24,2.95526e+11
"656","003200","일신방직","KOSPI","섬유의복",135700,-1300,-0.95,3.2568e+11
"657","007110","일신석재","KOSPI","유통업",1274,-6,-0.47,98679721140
"658","007570","일양약품","KOSPI","의약품",19070,-430,-2.21,363963612480
"659","007575","일양약품우","KOSPI","의약품",21750,-50,-0.23,9680490000
"660","008500","일정실업","KOSPI","섬유의복",13970,-100,-0.71,1.6764e+10
"661","081000","일진다이아","KOSPI","화학",18810,-500,-2.59,267157959750
"662","020760","일진디스플","KOSPI","전기전자",1173,-20,-1.68,60425618193
"663","020150","일진머티리얼즈","KOSPI","전기전자",61200,-3700,-5.7,2821983102000
"664","103590","일진전기","KOSPI","전기전자",5000,60,1.21,185401950000
"665","271940","일진하이솔루스","KOSPI","운수장비",31400,-1100,-3.38,1140234166000
"666","015860","일진홀딩스","KOSPI","기타금융",4205,-50,-1.18,207506166015
"667","226320","잇츠한불","KOSPI","화학",17640,-470,-2.6,386833116600
"668","317400","자이에스앤디","KOSPI","서비스업",6740,-30,-0.44,261394184800
"669","033240","자화전자","KOSPI","전기전자",29000,-850,-2.85,587277376000
"670","000950","전방","KOSPI","섬유의복",50100,-1800,-3.47,8.4168e+10
"671","348950","제이알글로벌리츠","KOSPI","서비스업",4515,-5,-0.11,891152640000
"672","194370","제이에스코퍼레이션","KOSPI","기타제조업",14380,-380,-2.57,191765942380
"673","025620","제이준코스메틱","KOSPI","화학",8420,-510,-5.71,32409741960
"674","030000","제일기획","KOSPI","서비스업",20150,0,0,2318080683750
"675","271980","제일약품","KOSPI","의약품",19740,-460,-2.28,290274173280
"676","001560","제일연마","KOSPI","비금속광물",8980,10,0.11,8.98e+10
"677","002620","제일파마홀딩스","KOSPI","서비스업",12630,-440,-3.37,201743473650
"678","006220","제주은행","KOSPI","은행",22150,-150,-0.67,711652344100
"679","089590","제주항공","KOSPI","운수창고업",15820,-780,-4.7,1218040508020
"680","004910","조광페인트","KOSPI","화학",7830,-120,-1.51,1.00224e+11
"681","004700","조광피혁","KOSPI","기타제조업",48000,200,0.42,319158624000
"682","001550","조비","KOSPI","화학",17070,-330,-1.9,88631519730
"683","000480","조선내화","KOSPI","비금속광물",81200,-200,-0.25,3.248e+11
"684","120030","조선선재","KOSPI","기계",101800,-3100,-2.96,128028871800
"685","018470","조일알미늄","KOSPI","철강금속",2300,-70,-2.95,291252958300
"686","002600","조흥","KOSPI","음식료품",223500,2000,0.9,1.341e+11
"687","185750","종근당","KOSPI","의약품",80200,-1200,-1.47,1007990812800
"688","063160","종근당바이오","KOSPI","의약품",25100,-800,-3.09,137697646200
"689","001630","종근당홀딩스","KOSPI","의약품",54000,-200,-0.37,270532494000
"690","044380","주연테크","KOSPI","전기전자",829,-14,-1.66,49076173276
"691","013890","지누스","KOSPI","기타제조업",30950,-950,-2.98,584975922200
"692","013870","지엠비코리아","KOSPI","운수장비",4945,-35,-0.7,94312424600
"693","071320","지역난방공사","KOSPI","전기가스업",29500,-50,-0.17,341572948000
"694","035000","지투알","KOSPI","서비스업",6170,-60,-0.96,102220913530
"695","088790","진도","KOSPI","유통업",2740,-30,-1.08,34106818560
"696","003780","진양산업","KOSPI","화학",6220,-100,-1.58,8.086e+10
"697","010640","진양폴리","KOSPI","화학",4470,-135,-2.93,4.47e+10
"698","100250","진양홀딩스","KOSPI","화학",3125,0,0,174672787500
"699","051630","진양화학","KOSPI","화학",3285,-70,-2.09,5.1903e+10
"700","272450","진에어","KOSPI","운수창고업",16000,-440,-2.68,8.352e+11
"701","011000","진원생명과학","KOSPI","의약품",7530,-150,-1.95,585469540470
"702","002780","진흥기업","KOSPI","건설업",1404,-34,-2.36,204242329980
"703","002787","진흥기업2우B","KOSPI","건설업",13530,-180,-1.31,3988752240
"704","002785","진흥기업우B","KOSPI","건설업",5120,-80,-1.54,4388956160
"705","009310","참엔지니어링","KOSPI","기계",753,-10,-1.31,44327166507
"706","000650","천일고속","KOSPI","운수창고업",58900,-500,-0.84,84181058000
"707","033250","체시스","KOSPI","운수장비",978,-9,-0.91,3.1296e+10
"708","118000","초록뱀헬스케어","KOSPI","유통업",565,-11,-1.91,47858316525
"709","035720","카카오","KOSPI","서비스업",62200,-900,-1.43,27710984795000
"710","323410","카카오뱅크","KOSPI","은행",25500,-350,-1.35,12156631243500
"711","377300","카카오페이","KOSPI","기타금융",61600,-600,-0.96,8234762844000
"712","006380","카프로","KOSPI","화학",2225,45,2.06,8.9e+10
"713","109070","컨버즈","KOSPI","전기전자",4100,0,0,150921943000
"714","001620","케이비아이동국실업","KOSPI","운수장비",601,-5,-0.83,60264082616
"715","029460","케이씨","KOSPI","의료정밀",19990,-10,-0.05,270945339560
"716","281820","케이씨텍","KOSPI","의료정밀",17800,-190,-1.06,371335696800
"717","381970","케이카","KOSPI","유통업",12170,-400,-3.18,585213106610
"718","145270","케이탑리츠","KOSPI","서비스업",881,-5,-0.56,42341541894
"719","417310","코람코더원리츠","KOSPI","서비스업",4620,-50,-1.07,1.86648e+11
"720","357120","코람코에너지리츠","KOSPI","서비스업",5080,-30,-0.59,449755127920
"721","007815","코리아써우","KOSPI","전기전자",7560,-400,-5.03,22413056400
"722","007810","코리아써키트","KOSPI","전기전자",15350,-730,-4.54,362578527850
"723","00781K","코리아써키트2우B","KOSPI","전기전자",11650,-190,-1.6,9130093350
"724","003690","코리안리","KOSPI","보험",7810,50,0.64,1099827153590
"725","192820","코스맥스","KOSPI","화학",80000,-1300,-1.6,907960720000
"726","044820","코스맥스비티아이","KOSPI","기타금융",8860,-90,-1.01,85090740060
"727","005070","코스모신소재","KOSPI","화학",72000,-1000,-1.37,2206854432000
"728","005420","코스모화학","KOSPI","화학",37100,400,1.09,1298805258800
"729","071950","코아스","KOSPI","기타제조업",714,-13,-1.79,22067747940
"730","002020","코오롱","KOSPI","기타금융",22250,-350,-1.55,280937978500
"731","003070","코오롱글로벌","KOSPI","건설업",16460,-420,-2.49,311632455980
"732","003075","코오롱글로벌우","KOSPI","건설업",27650,-550,-1.95,20481378050
"733","450140","코오롱모빌리티그룹","KOSPI","유통업",5810,-90,-1.53,364735822500
"734","45014K","코오롱모빌리티그룹우","KOSPI","유통업",21350,-50,-0.23,52438162000
"735","002025","코오롱우","KOSPI","기타금융",16850,-120,-0.71,18137171500
"736","120110","코오롱인더","KOSPI","화학",47450,-600,-1.25,1305780867950
"737","120115","코오롱인더우","KOSPI","화학",24300,-150,-0.61,67258998000
"738","138490","코오롱플라스틱","KOSPI","화학",9490,-280,-2.87,3.6062e+11
"739","021240","코웨이","KOSPI","서비스업",54300,-300,-0.55,4007319311700
"740","036420","콘텐트리중앙","KOSPI","서비스업",25150,-1000,-3.82,484447046200
"741","031820","콤텍시스템","KOSPI","서비스업",807,-13,-1.59,97688533062
"742","192400","쿠쿠홀딩스","KOSPI","기타금융",16190,70,0.43,575751775150
"743","284740","쿠쿠홈시스","KOSPI","서비스업",29300,-900,-2.98,657413769000
"744","015590","큐로","KOSPI","기계",365,-3,-0.82,84392247870
"745","264900","크라운제과","KOSPI","음식료품",8850,-70,-0.78,110836072500
"746","26490K","크라운제과우","KOSPI","음식료품",11960,80,0.67,9251777600
"747","005740","크라운해태홀딩스","KOSPI","기타금융",7220,-120,-1.63,107197845340
"748","005745","크라운해태홀딩스우","KOSPI","기타금융",11720,20,0.17,7040508720
"749","259960","크래프톤","KOSPI","서비스업",171700,-2800,-1.6,8454042693000
"750","020120","키다리스튜디오","KOSPI","서비스업",8860,-280,-3.06,327507826760
"751","039490","키움증권","KOSPI","증권",103600,-2500,-2.36,2716341546800
"752","014580","태경비케이","KOSPI","비금속광물",5410,-20,-0.37,149224571000
"753","015890","태경산업","KOSPI","화학",6460,-60,-0.92,188817725000
"754","006890","태경케미컬","KOSPI","화학",12740,80,0.63,1.47784e+11
"755","003240","태광산업","KOSPI","화학",809000,-11000,-1.34,900740600000
"756","011280","태림포장","KOSPI","종이목재",2985,-25,-0.83,211355730900
"757","004100","태양금속","KOSPI","운수장비",1579,-39,-2.41,57949300000
"758","004105","태양금속우","KOSPI","운수장비",3350,-140,-4.01,1.1055e+10
"759","009410","태영건설","KOSPI","건설업",4495,-145,-3.13,174851445510
"760","009415","태영건설우","KOSPI","건설업",7200,-150,-2.04,9375422400
"761","001420","태원물산","KOSPI","운수장비",5090,40,0.79,3.8684e+10
"762","007980","태평양물산","KOSPI","섬유의복",1737,-72,-3.98,84480855327
"763","055490","테이팩스","KOSPI","화학",56000,-900,-1.58,264188400000
"764","078000","텔코웨어","KOSPI","서비스업",9430,-190,-1.98,91496517580
"765","214420","토니모리","KOSPI","화학",4315,-140,-3.14,103796457685
"766","019180","티에이치엔","KOSPI","전기전자",3900,-50,-1.27,7.02e+10
"767","363280","티와이홀딩스","KOSPI","기타금융",12720,-730,-5.43,647820288960
"768","36328K","티와이홀딩스우","KOSPI","기타금융",14000,-400,-2.78,17574732000
"769","091810","티웨이항공","KOSPI","운수창고업",3025,-75,-2.42,484999093975
"770","004870","티웨이홀딩스","KOSPI","비금속광물",613,-34,-5.26,67106438371
"771","005690","파미셀","KOSPI","의약품",10030,-40,-0.4,601970148920
"772","036580","팜스코","KOSPI","음식료품",4010,-115,-2.79,147279051430
"773","004720","팜젠사이언스","KOSPI","의약품",6550,-70,-1.06,103692329500
"774","028670","팬오션","KOSPI","운수창고업",6400,100,1.59,3421244876800
"775","010820","퍼스텍","KOSPI","기계",3385,-80,-2.31,162688042100
"776","016800","퍼시스","KOSPI","기타제조업",30100,-300,-0.99,3.4615e+11
"777","001020","페이퍼코리아","KOSPI","종이목재",1273,-27,-2.08,60552549130
"778","090080","평화산업","KOSPI","운수장비",1225,-41,-3.24,67255267275
"779","010770","평화홀딩스","KOSPI","운수장비",3610,-115,-3.09,52797932260
"780","058430","포스코스틸리온","KOSPI","철강금속",35850,-600,-1.65,2.151e+11
"781","047050","포스코인터내셔널","KOSPI","유통업",24050,500,2.12,4230943051400
"782","003670","포스코케미칼","KOSPI","비금속광물",219000,-4000,-1.79,16964445180000
"783","017810","풀무원","KOSPI","음식료품",10530,-200,-1.86,401409307260
"784","103140","풍산","KOSPI","철강금속",37150,750,2.06,1041101927700
"785","005810","풍산홀딩스","KOSPI","기타금융",30200,350,1.17,314367745600
"786","950210","프레스티지바이오파마","KOSPI","서비스업",10010,-200,-1.96,601562511550
"787","009810","플레이그램","KOSPI","유통업",810,-9,-1.1,96467661180
"788","086790","하나금융지주","KOSPI","기타금융",45000,-1350,-2.91,13315656420000
"789","293480","하나제약","KOSPI","의약품",15000,-220,-1.45,266594190000
"790","039130","하나투어","KOSPI","서비스업",60600,-900,-1.46,971974611000
"791","352820","하이브","KOSPI","서비스업",187700,5600,3.08,7762030739900
"792","071090","하이스틸","KOSPI","철강금속",4935,-65,-1.3,99644909385
"793","019490","하이트론","KOSPI","전기전자",2470,0,0,23739723280
"794","000080","하이트진로","KOSPI","음식료품",24400,-750,-2.98,1711260108400
"795","000087","하이트진로2우B","KOSPI","음식료품",16550,-50,-0.3,18703783900
"796","000140","하이트진로홀딩스","KOSPI","기타금융",10140,-120,-1.17,235316597100
"797","000145","하이트진로홀딩스우","KOSPI","기타금융",14070,0,0,6624296700
"798","152550","한국ANKOR유전","KOSPI","기타금융",151,-2,-1.31,10573020000
"799","036460","한국가스공사","KOSPI","전기가스업",30850,-650,-2.06,2847856050000
"800","005430","한국공항","KOSPI","운수창고업",42450,-600,-1.39,134411769750
"801","071050","한국금융지주","KOSPI","기타금융",59800,-1400,-2.29,3332414321600
"802","071055","한국금융지주우","KOSPI","기타금융",45450,-850,-1.84,266257507950
"803","010040","한국내화","KOSPI","비금속광물",2975,-45,-1.49,122174509450
"804","025540","한국단자","KOSPI","전기전자",56400,-1100,-1.91,5.87406e+11
"805","004090","한국석유","KOSPI","비금속광물",10960,10,0.09,139127555200
"806","002200","한국수출포장","KOSPI","종이목재",36800,-250,-0.67,1.472e+11
"807","002960","한국쉘석유","KOSPI","화학",235500,-2500,-1.05,3.0615e+11
"808","000240","한국앤컴퍼니","KOSPI","기타금융",13430,-150,-1.1,1274980273200
"809","123890","한국자산신탁","KOSPI","기타금융",3020,20,0.67,374412811040
"810","015760","한국전력","KOSPI","전기가스업",18180,-180,-0.98,11670906919860
"811","006200","한국전자홀딩스","KOSPI","기타금융",1153,-52,-4.32,53964015808
"812","009540","한국조선해양","KOSPI","운수장비",85500,700,0.83,6051101418000
"813","023350","한국종합기술","KOSPI","서비스업",6670,-130,-1.91,73036500000
"814","025890","한국주강","KOSPI","기계",3550,-325,-8.39,40147869450
"815","000970","한국주철관","KOSPI","철강금속",7240,-40,-0.55,165075620000
"816","104700","한국철강","KOSPI","철강금속",7520,-190,-2.46,3.19224e+11
"817","017960","한국카본","KOSPI","기계",11760,-100,-0.84,516978502320
"818","161890","한국콜마","KOSPI","화학",41500,-850,-2.01,949568970000
"819","024720","한국콜마홀딩스","KOSPI","기타금융",16160,-230,-1.4,300199779040
"820","161390","한국타이어앤테크놀로지","KOSPI","화학",38150,-400,-1.04,4725833882350
"821","034830","한국토지신탁","KOSPI","기타금융",1303,-5,-0.38,328993466690
"822","007280","한국특강","KOSPI","철강금속",2185,-25,-1.13,132388271630
"823","168490","한국패러랠","KOSPI","기타금융",2020,0,0,161640400000
"824","010100","한국프랜지","KOSPI","운수장비",2895,-50,-1.7,88153965900
"825","047810","한국항공우주","KOSPI","운수장비",45750,-650,-1.4,4459486145250
"826","123690","한국화장품","KOSPI","유통업",8150,-150,-1.81,130954200000
"827","003350","한국화장품제조","KOSPI","화학",29650,-900,-2.95,134373800000
"828","011500","한농화성","KOSPI","화학",10730,-450,-4.03,167785460660
"829","002390","한독","KOSPI","의약품",16530,-280,-1.67,227511200490
"830","053690","한미글로벌","KOSPI","서비스업",27850,-1250,-4.3,305167767500
"831","042700","한미반도체","KOSPI","기계",15470,70,0.45,1505839001940
"832","008930","한미사이언스","KOSPI","기타금융",32550,-250,-0.76,2277098397000
"833","128940","한미약품","KOSPI","의약품",261000,-6000,-2.25,3278723238000
"834","009240","한샘","KOSPI","유통업",46400,-750,-1.59,1091974259200
"835","020000","한섬","KOSPI","섬유의복",26450,-350,-1.31,651463500000
"836","003680","한성기업","KOSPI","음식료품",5850,-90,-1.52,36325662750
"837","105630","한세실업","KOSPI","섬유의복",17370,-230,-1.31,6.948e+11
"838","069640","한세엠케이","KOSPI","유통업",2705,-40,-1.46,81438087910
"839","016450","한세예스24홀딩스","KOSPI","섬유의복",4995,-15,-0.3,1.998e+11
"840","010420","한솔PNS","KOSPI","유통업",1624,-16,-0.98,33280651488
"841","009180","한솔로지스틱스","KOSPI","운수창고업",2970,-60,-1.98,81607952250
"842","213500","한솔제지","KOSPI","종이목재",12570,-70,-0.55,299173240320
"843","014680","한솔케미칼","KOSPI","화학",207500,-3000,-1.43,2352052962500
"844","004710","한솔테크닉스","KOSPI","전기전자",5920,-90,-1.5,190090477760
"845","004150","한솔홀딩스","KOSPI","기타금융",3500,-15,-0.43,147030019500
"846","025750","한솔홈데코","KOSPI","종이목재",1136,-10,-0.87,91522009264
"847","004960","한신공영","KOSPI","건설업",8880,-270,-2.95,102747833760
"848","011700","한신기계","KOSPI","기계",6300,-140,-2.17,204410751300
"849","001750","한양증권","KOSPI","증권",9100,-90,-0.98,115829659400
"850","001755","한양증권우","KOSPI","증권",13240,-160,-1.19,6.951e+09
"851","018880","한온시스템","KOSPI","기계",9150,-50,-0.54,4.88427e+12
"852","009420","한올바이오파마","KOSPI","의약품",15830,-480,-2.94,826969299540
"853","014130","한익스프레스","KOSPI","운수창고업",5060,-110,-2.13,6.072e+10
"854","300720","한일시멘트","KOSPI","비금속광물",12240,-450,-3.55,847761249600
"855","002220","한일철강","KOSPI","철강금속",3215,-65,-1.98,85832333900
"856","006390","한일현대시멘트","KOSPI","비금속광물",18200,-700,-3.7,351763630400
"857","003300","한일홀딩스","KOSPI","비금속광물",11060,-20,-0.18,341011697040
"858","051600","한전KPS","KOSPI","건설업",33500,-500,-1.47,1.5075e+12
"859","052690","한전기술","KOSPI","서비스업",63100,-1000,-1.56,2.411682e+12
"860","130660","한전산업","KOSPI","서비스업",8070,-160,-1.94,2.63082e+11
"861","002320","한진","KOSPI","운수창고업",21650,-250,-1.14,323616146200
"862","003480","한진중공업홀딩스","KOSPI","전기가스업",3890,-45,-1.14,114870968680
"863","180640","한진칼","KOSPI","운수창고업",39550,-1050,-2.59,2640429031800
"864","18064K","한진칼우","KOSPI","운수창고업",31800,-100,-0.31,17069158800
"865","005110","한창","KOSPI","유통업",850,-15,-1.73,67486317800
"866","009460","한창제지","KOSPI","종이목재",1415,-15,-1.05,84429492690
"867","372910","한컴라이프케어","KOSPI","의료정밀",5830,-90,-1.52,161341786980
"868","000880","한화","KOSPI","화학",27450,-600,-2.14,2057617275750
"869","00088K","한화3우B","KOSPI","화학",14580,70,0.48,327641760000
"870","088350","한화생명","KOSPI","보험",2470,-30,-1.2,2145269100000
"871","000370","한화손해보험","KOSPI","보험",4175,-25,-0.6,487384970125
"872","009830","한화솔루션","KOSPI","화학",41100,-2050,-4.75,7861546226700
"873","009835","한화솔루션우","KOSPI","화학",35800,-1000,-2.72,102595496800
"874","272210","한화시스템","KOSPI","전기전자",12870,-240,-1.83,2431392536430
"875","012450","한화에어로스페이스","KOSPI","운수장비",86600,-1200,-1.37,4.384558e+12
"876","000885","한화우","KOSPI","화학",34200,-1000,-2.84,16391854800
"877","003530","한화투자증권","KOSPI","증권",3050,-90,-2.87,654370713750
"878","003535","한화투자증권우","KOSPI","증권",6300,-200,-3.08,3.024e+10
"879","195870","해성디에스","KOSPI","전기전자",39900,-500,-1.24,6.783e+11
"880","101530","해태제과식품","KOSPI","음식료품",6890,-60,-0.86,200614903580
"881","143210","핸즈코퍼레이션","KOSPI","운수장비",3135,-25,-0.79,68541345180
"882","000720","현대건설","KOSPI","건설업",38450,-650,-1.66,4281629164250
"883","267270","현대건설기계","KOSPI","기계",59900,2900,5.09,1180077500700
"884","000725","현대건설우","KOSPI","건설업",55700,100,0.18,58746400100
"885","005440","현대그린푸드","KOSPI","유통업",6860,-100,-1.44,670252746520
"886","086280","현대글로비스","KOSPI","운수창고업",160000,-2500,-1.54,6e+12
"887","042670","현대두산인프라코어","KOSPI","기계",9400,40,0.43,1858976063400
"888","064350","현대로템","KOSPI","운수장비",25400,-500,-1.93,2772214242200
"889","079430","현대리바트","KOSPI","기타제조업",8910,-150,-1.66,182969362620
"890","012330","현대모비스","KOSPI","운수장비",214000,-1000,-0.47,20177010116000
"891","010620","현대미포조선","KOSPI","운수장비",77000,0,0,3075545473000
"892","069960","현대백화점","KOSPI","유통업",55500,-800,-1.42,1298835475500
"893","004560","현대비앤지스틸","KOSPI","철강금속",12200,-50,-0.41,183961494200
"894","004565","현대비앤지스틸우","KOSPI","철강금속",52900,-1100,-2.04,5811170800
"895","004310","현대약품","KOSPI","의약품",5030,-110,-2.14,1.6096e+11
"896","322000","현대에너지솔루션","KOSPI","전기전자",49300,-1600,-3.14,5.5216e+11
"897","017800","현대엘리베이","KOSPI","기계",28100,-400,-1.4,1146906867100
"898","307950","현대오토에버","KOSPI","서비스업",116900,-1500,-1.27,3205863495800
"899","011210","현대위아","KOSPI","운수장비",53600,-1700,-3.07,1457656448800
"900","267260","현대일렉트릭","KOSPI","전기전자",40200,1900,4.96,1449094827000
"901","004020","현대제철","KOSPI","철강금속",37800,-500,-1.31,5044250673000
"902","329180","현대중공업","KOSPI","운수장비",112800,600,0.53,10013607484800
"903","005380","현대차","KOSPI","운수장비",174200,-4000,-2.24,37220998175400
"904","005387","현대차2우B","KOSPI","운수장비",93000,-2500,-2.62,3393146943000
"905","005389","현대차3우B","KOSPI","운수장비",88200,-1300,-1.45,214214427000
"906","005385","현대차우","KOSPI","운수장비",91900,-1300,-1.39,2238379351500
"907","001500","현대차증권","KOSPI","증권",9290,-100,-1.06,294609700980
"908","011760","현대코퍼레이션","KOSPI","유통업",16040,-210,-1.29,212192614640
"909","227840","현대코퍼레이션홀딩스","KOSPI","유통업",11340,-70,-0.61,103203480240
"910","126560","현대퓨처넷","KOSPI","통신업",3015,10,0.33,332261879175
"911","001450","현대해상","KOSPI","보험",31550,450,1.45,2.82057e+12
"912","057050","현대홈쇼핑","KOSPI","유통업",52700,-700,-1.31,6.324e+11
"913","093240","형지엘리트","KOSPI","섬유의복",1387,-15,-1.07,43211704826
"914","003010","혜인","KOSPI","유통업",7350,-240,-3.16,93438690450
"915","111110","호전실업","KOSPI","섬유의복",8240,-180,-2.14,80339868160
"916","008770","호텔신라","KOSPI","유통업",79500,-1300,-1.61,3120225619500
"917","008775","호텔신라우","KOSPI","유통업",61900,-1300,-2.06,46541310100
"918","002460","화성산업","KOSPI","건설업",10550,-170,-1.59,107082500000
"919","378850","화승알앤에이","KOSPI","운수장비",4020,-120,-2.9,76354364460
"920","241590","화승엔터프라이즈","KOSPI","기타제조업",9450,-250,-2.58,572568658200
"921","006060","화승인더","KOSPI","화학",3940,-60,-1.5,217960800000
"922","013520","화승코퍼레이션","KOSPI","운수장비",1645,-25,-1.5,82334309540
"923","010690","화신","KOSPI","운수장비",8850,-120,-1.34,309045628500
"924","133820","화인베스틸","KOSPI","철강금속",2205,-20,-0.9,65669179905
"925","010660","화천기계","KOSPI","기계",3010,-60,-1.95,6.622e+10
"926","000850","화천기공","KOSPI","기계",32600,0,0,7.172e+10
"927","016580","환인제약","KOSPI","의약품",17250,0,0,320851207500
"928","032560","황금에스티","KOSPI","철강금속",7720,-220,-2.77,1.3124e+11
"929","004800","효성","KOSPI","기타금융",69700,-600,-0.85,1468650442500
"930","094280","효성ITX","KOSPI","서비스업",14140,-130,-0.91,163432948000
"931","298040","효성중공업","KOSPI","전기전자",69800,1100,1.6,650853450400
"932","298050","효성첨단소재","KOSPI","화학",417500,-8500,-2,1870378290000
"933","298020","효성티앤씨","KOSPI","화학",467000,1000,0.21,2021027494000
"934","298000","효성화학","KOSPI","화학",156200,2200,1.43,498297681200
"935","093370","후성","KOSPI","화학",13010,-830,-6,1227520873040
"936","081660","휠라홀딩스","KOSPI","유통업",37950,-1050,-2.69,2305546824900
"937","005870","휴니드","KOSPI","전기전자",6310,10,0.16,89072054650
"938","079980","휴비스","KOSPI","화학",4860,-80,-1.62,1.6767e+11
"939","005010","휴스틸","KOSPI","철강금속",7080,-50,-0.7,397811571000
"940","000540","흥국화재","KOSPI","보험",3440,-45,-1.29,220994698800
"941","000547","흥국화재2우B","KOSPI","보험",19070,-440,-2.26,2929152000
"942","000545","흥국화재우","KOSPI","보험",6840,100,1.48,5253120000
"943","003280","흥아해운","KOSPI","운수창고업",1513,-31,-2.01,363762872187
"944","060310","3S","KOSDAQ","기계·장비",2350,10,0.43,114061108700
"945","054620","APS홀딩스","KOSDAQ","금융",13600,-80,-0.58,277361405600
"946","265520","AP시스템","KOSDAQ","반도체",20150,-100,-0.49,307920633150
"947","211270","AP위성","KOSDAQ","통신장비",18630,-120,-0.64,280983323520
"948","126600","BGF에코머티리얼즈","KOSDAQ","화학",5620,-140,-2.43,165991724280
"949","013720","CBI","KOSDAQ","운송장비·부품",380,12,3.26,102764216620
"950","035760","CJ ENM","KOSDAQ","방송서비스",94100,-3600,-3.68,2063533391400
"951","311690","CJ 바이오사이언스","KOSDAQ","기타서비스",28750,-550,-1.88,169011820000
"952","051500","CJ프레시웨이","KOSDAQ","유통",30900,-1000,-3.13,366832007400
"953","058820","CMG제약","KOSDAQ","제약",2290,-30,-1.29,318063238760
"954","023460","CNH","KOSDAQ","금융",2205,0,0,8.2026e+10
"955","056730","CNT85","KOSDAQ","건설",3100,0,0,110821763600
"956","065770","CS","KOSDAQ","통신장비",1671,28,1.7,32435998230
"957","083660","CSA 코스믹","KOSDAQ","화학",709,0,0,27970895837
"958","404950","DB금융스팩10호","KOSDAQ","금융",2100,15,0.72,1.2264e+10
"959","367340","DB금융스팩8호","KOSDAQ","금융",2045,-5,-0.24,12372250000
"960","367360","DB금융스팩9호","KOSDAQ","금융",2140,10,0.47,10357600000
"961","025440","DH오토웨어","KOSDAQ","일반전기전자",660,9,1.38,9.405e+10
"962","068790","DMS","KOSDAQ","기계·장비",6670,-50,-0.74,163902316870
"963","241520","DSC인베스트먼트","KOSDAQ","금융",4465,95,2.17,124177914395
"964","180400","DXVX","KOSDAQ","기타서비스",7740,0,0,222082929900
"965","245620","EDGC","KOSDAQ","기타서비스",1656,-48,-2.82,139229741736
"966","037370","EG","KOSDAQ","건설",9010,-140,-1.53,77710997720
"967","050120","ES큐브","KOSDAQ","유통",4380,-50,-1.13,59410696680
"968","214270","FSN","KOSDAQ","출판·매체복제",4490,-185,-3.96,149294578870
"969","130500","GH신소재","KOSDAQ","섬유·의류",3880,-75,-1.9,56434801760
"970","900290","GRT","KOSDAQ","금융",2700,-20,-0.74,181912500000
"971","083450","GST","KOSDAQ","반도체",22400,-650,-2.82,208717488000
"972","297890","HB솔루션","KOSDAQ","기계·장비",13750,-380,-2.69,229901278750
"973","078150","HB테크놀러지","KOSDAQ","기계·장비",1999,-41,-2.01,157901861574
"974","195940","HK이노엔","KOSDAQ","제약",37700,-500,-1.31,1089699612300
"975","028300","HLB","KOSDAQ","제약",34450,-2900,-7.76,4012249876050
"976","067630","HLB생명과학","KOSDAQ","기타서비스",11450,-700,-5.76,1107424752550
"977","047920","HLB제약","KOSDAQ","기타서비스",12730,-770,-5.7,354799739500
"978","115450","HLB테라퓨틱스","KOSDAQ","유통",11320,-240,-2.08,392079293600
"979","403870","HPSP","KOSDAQ","반도체",58100,-2200,-3.65,1178834475000
"980","036640","HRS","KOSDAQ","화학",5300,-100,-1.85,86680440000
"981","405350","IBKS제17호스팩","KOSDAQ","금융",2375,0,0,6.46e+09
"982","424760","IBKS제18호스팩","KOSDAQ","금융",3605,-20,-0.55,15249150000
"983","426550","IBKS제19호스팩","KOSDAQ","금융",2190,0,0,11125200000
"984","439730","IBKS제20호스팩","KOSDAQ","금융",2185,-5,-0.23,9417350000
"985","442770","IBKS제21호스팩","KOSDAQ","금융",2200,35,1.62,9.262e+09
"986","095340","ISC","KOSDAQ","반도체",36450,-250,-0.68,634210717950
"987","099520","ITX-AI","KOSDAQ","통신장비",2570,0,0,63350158190
"988","950170","JTC","KOSDAQ","유통",4515,-30,-0.66,226170003360
"989","067290","JW신약","KOSDAQ","제약",3310,-70,-2.07,160293955870
"990","035900","JYP Ent.","KOSDAQ","오락·문화",76000,3000,4.11,2697809392000
"991","318000","KBG","KOSDAQ","화학",6920,-300,-4.16,56950389000
"992","024840","KBI메탈","KOSDAQ","금속",1453,-6,-0.41,47877582144
"993","024120","KB오토시스","KOSDAQ","운송장비·부품",4375,-70,-1.57,50312500000
"994","021320","KCC건설","KOSDAQ","건설",6930,-200,-2.81,1.48302e+11
"995","036670","KCI","KOSDAQ","화학",8960,-120,-1.32,100979200000
"996","044180","KD","KOSDAQ","건설",736,-7,-0.94,18288599776
"997","151860","KG ETS","KOSDAQ","기타서비스",13260,-700,-5.01,4.7736e+11
"998","046440","KG모빌리언스","KOSDAQ","소프트웨어",6570,-160,-2.38,255083981760
"999","035600","KG이니시스","KOSDAQ","소프트웨어",12950,-400,-3,361362420300
